"","category","over_represented_pvalue","term","ontology"
"4366","GO:0009617",1.75436589884081e-05,"response to bacterium","BP"
"12895","GO:0050670",1.77003462445419e-05,"regulation of lymphocyte proliferation","BP"
"15947","GO:0071867",1.79264578816798e-05,"response to monoamine","BP"
"15949","GO:0071869",1.79264578816798e-05,"response to catecholamine","BP"
"16233","GO:0072359",1.83556131668931e-05,"circulatory system development","BP"
"3237","GO:0006749",1.84799179506877e-05,"glutathione metabolic process","BP"
"10357","GO:0042417",1.88444744466473e-05,"dopamine metabolic process","BP"
"18914","GO:1902531",1.88635167505382e-05,"regulation of intracellular signal transduction","BP"
"16215","GO:0072330",1.89857702904313e-05,"monocarboxylic acid biosynthetic process","BP"
"19621","GO:1904018",1.90306834038699e-05,"positive regulation of vasculature development","BP"
"6288","GO:0019319",2.04527095775757e-05,"hexose biosynthetic process","BP"
"616","GO:0001816",2.08712300756386e-05,"cytokine production","BP"
"6115","GO:0018212",2.14254401801136e-05,"peptidyl-tyrosine modification","BP"
"13127","GO:0051048",2.15983212466647e-05,"negative regulation of secretion","BP"
"3651","GO:0007600",2.21613287223368e-05,"sensory perception","BP"
"17700","GO:0099601",2.24294962663428e-05,"regulation of neurotransmitter receptor activity","BP"
"18916","GO:1902533",2.26103260249514e-05,"positive regulation of intracellular signal transduction","BP"
"6080","GO:0018108",2.26998580578721e-05,"peptidyl-tyrosine phosphorylation","BP"
"3240","GO:0006753",2.27118032614549e-05,"nucleoside phosphate metabolic process","BP"
"15644","GO:0071345",2.27795176001849e-05,"cellular response to cytokine stimulus","BP"
"4433","GO:0009888",2.32071727832125e-05,"tissue development","BP"
"17152","GO:0097529",2.32146017802372e-05,"myeloid leukocyte migration","BP"
"15154","GO:0070372",2.48989019802578e-05,"regulation of ERK1 and ERK2 cascade","BP"
"12927","GO:0050729",2.57619570479036e-05,"positive regulation of inflammatory response","BP"
"10779","GO:0043266",2.60395500843583e-05,"regulation of potassium ion transport","BP"
"4573","GO:0010469",2.70501507553238e-05,"regulation of signaling receptor activity","BP"
"3165","GO:0006644",2.7334844106734e-05,"phospholipid metabolic process","BP"
"11755","GO:0045923",2.9372011602129e-05,"positive regulation of fatty acid metabolic process","BP"
"6287","GO:0019318",2.94246259017787e-05,"hexose metabolic process","BP"
"13326","GO:0051384",2.97057740145542e-05,"response to glucocorticoid","BP"
"12766","GO:0048870",2.98505896574915e-05,"cell motility","BP"
"13477","GO:0051674",2.98505896574915e-05,"localization of cell","BP"
"3268","GO:0006805",3.00200227017945e-05,"xenobiotic metabolic process","BP"
"15948","GO:0071868",3.1407961014088e-05,"cellular response to monoamine stimulus","BP"
"15950","GO:0071870",3.1407961014088e-05,"cellular response to catecholamine stimulus","BP"
"15153","GO:0070371",3.29221980896666e-05,"ERK1 and ERK2 cascade","BP"
"6260","GO:0019221",3.37604481415976e-05,"cytokine-mediated signaling pathway","BP"
"15588","GO:0071241",3.47533905603922e-05,"cellular response to inorganic substance","BP"
"1059","GO:0002526",3.50540374577254e-05,"acute inflammatory response","BP"
"5612","GO:0016310",3.57771136297464e-05,"phosphorylation","BP"
"4631","GO:0010594",3.61712376629528e-05,"regulation of endothelial cell migration","BP"
"18046","GO:0140115",3.62254526095488e-05,"export across plasma membrane","BP"
"15312","GO:0070663",3.69463868382646e-05,"regulation of leukocyte proliferation","BP"
"14956","GO:0070050",3.91393032133952e-05,"neuron cellular homeostasis","BP"
"18589","GO:1901652",4.1594249057452e-05,"response to peptide","BP"
"3834","GO:0008283",4.16269001646153e-05,"cell population proliferation","BP"
"12960","GO:0050790",4.22020675960039e-05,"regulation of catalytic activity","BP"
"15485","GO:0070997",4.22692502982576e-05,"neuron death","BP"
"2781","GO:0006066",4.43620066022235e-05,"alcohol metabolic process","BP"
"18325","GO:1900449",4.44896482706612e-05,"regulation of glutamate receptor signaling pathway","BP"
"20883","GO:2000026",4.53444083395391e-05,"regulation of multicellular organismal development","BP"
"3271","GO:0006809",4.54387016270778e-05,"nitric oxide biosynthetic process","BP"
"11142","GO:0044242",4.64672295746882e-05,"cellular lipid catabolic process","BP"
"6178","GO:0018958",4.80156972493587e-05,"phenol-containing compound metabolic process","BP"
"4282","GO:0009259",4.82431237386555e-05,"ribonucleotide metabolic process","BP"
"18492","GO:1901385",4.8486993959832e-05,"regulation of voltage-gated calcium channel activity","BP"
"15692","GO:0071407",4.863004061059e-05,"cellular response to organic cyclic compound","BP"
"11104","GO:0044070",4.88066142100596e-05,"regulation of anion transport","BP"
"7101","GO:0030334",5.06131071513726e-05,"regulation of cell migration","BP"
"3356","GO:0006941",5.08283903631521e-05,"striated muscle contraction","BP"
"3276","GO:0006814",5.39266693464186e-05,"sodium ion transport","BP"
"11995","GO:0046486",5.42086441476457e-05,"glycerolipid metabolic process","BP"
"13895","GO:0060048",5.53438325153395e-05,"cardiac muscle contraction","BP"
"9326","GO:0035239",5.53460484606437e-05,"tube morphogenesis","BP"
"4165","GO:0009117",5.60499376758535e-05,"nucleotide metabolic process","BP"
"10911","GO:0043502",5.65660058903904e-05,"regulation of muscle adaptation","BP"
"20944","GO:2000145",5.69921502631381e-05,"regulation of cell motility","BP"
"13038","GO:0050905",5.78209254211783e-05,"neuromuscular process","BP"
"4369","GO:0009628",5.94359255259867e-05,"response to abiotic stimulus","BP"
"3346","GO:0006928",6.08254649129571e-05,"movement of cell or subcellular component","BP"
"10149","GO:0040011",6.08762415654844e-05,"locomotion","BP"
"18549","GO:1901568",6.15454318312361e-05,"fatty acid derivative metabolic process","BP"
"3121","GO:0006584",6.16045534609105e-05,"catecholamine metabolic process","BP"
"4390","GO:0009712",6.16045534609105e-05,"catechol-containing compound metabolic process","BP"
"3287","GO:0006835",6.21933491316546e-05,"dicarboxylic acid transport","BP"
"11682","GO:0045785",6.26466093149848e-05,"positive regulation of cell adhesion","BP"
"3830","GO:0008277",6.27378467113723e-05,"regulation of G protein-coupled receptor signaling pathway","BP"
"3509","GO:0007210",6.2945236154157e-05,"serotonin receptor signaling pathway","BP"
"18424","GO:1901214",6.39162912343745e-05,"regulation of neuron death","BP"
"16163","GO:0072224",6.4189016626909e-05,"metanephric glomerulus development","BP"
"11674","GO:0045766",6.65599328446114e-05,"positive regulation of angiogenesis","BP"
"11677","GO:0045776",6.71742133716561e-05,"negative regulation of blood pressure","BP"
"3283","GO:0006826",6.73936956371248e-05,"iron ion transport","BP"
"12962","GO:0050793",6.78692888282067e-05,"regulation of developmental process","BP"
"12071","GO:0046633",6.83564229958252e-05,"alpha-beta T cell proliferation","BP"
"4598","GO:0010524",6.90066067572933e-05,"positive regulation of calcium ion transport into cytosol","BP"
"19359","GO:1903524",7.0834777486953e-05,"positive regulation of blood circulation","BP"
"6897","GO:0030029",7.12171891892878e-05,"actin filament-based process","BP"
"3395","GO:0007009",7.27129502414633e-05,"plasma membrane organization","BP"
"12103","GO:0046688",7.34010242926214e-05,"response to copper ion","BP"
"11940","GO:0046364",7.39242848368219e-05,"monosaccharide biosynthetic process","BP"
"14517","GO:0061061",7.41460453393763e-05,"muscle structure development","BP"
"3336","GO:0006909",7.66768630466615e-05,"phagocytosis","BP"
"13817","GO:0055075",7.84847660145873e-05,"potassium ion homeostasis","BP"
"7930","GO:0032102",7.88907802739596e-05,"negative regulation of response to external stimulus","BP"
"12556","GO:0048468",7.90868953045653e-05,"cell development","BP"
"13601","GO:0051937",7.99325938619761e-05,"catecholamine transport","BP"
"7473","GO:0031214",8.05041908247289e-05,"biomineral tissue development","BP"
"17922","GO:0110148",8.05041908247289e-05,"biomineralization","BP"
"19364","GO:1903531",8.15204549687231e-05,"negative regulation of secretion by cell","BP"
"6882","GO:0030004",8.40206857593603e-05,"cellular monovalent inorganic cation homeostasis","BP"
"4987","GO:0014074",8.45507355554785e-05,"response to purine-containing compound","BP"
"6817","GO:0022603",9.07589128448069e-05,"regulation of anatomical structure morphogenesis","BP"
"6967","GO:0030155",9.28423831092813e-05,"regulation of cell adhesion","BP"
"14924","GO:0062197",9.50460052650257e-05,"cellular response to chemical stress","BP"
"13490","GO:0051707",9.54429184177023e-05,"response to other organism","BP"
"13299","GO:0051336",9.71455926590806e-05,"regulation of hydrolase activity","BP"
"9918","GO:0036376",9.80568386647777e-05,"sodium ion export across plasma membrane","BP"
"10744","GO:0043207",0.000105508304888136,"response to external biotic stimulus","BP"
"10345","GO:0042398",0.000105928807084543,"cellular modified amino acid biosynthetic process","BP"
"11898","GO:0046209",0.000106753962201839,"nitric oxide metabolic process","BP"
"3466","GO:0007159",0.000109419240535803,"leukocyte cell-cell adhesion","BP"
"13262","GO:0051270",0.000112139168748678,"regulation of cellular component movement","BP"
"16658","GO:0090218",0.000112562077016481,"positive regulation of lipid kinase activity","BP"
"4882","GO:0010942",0.000116647793292842,"positive regulation of cell death","BP"
"6306","GO:0019369",0.000120218402583006,"arachidonic acid metabolic process","BP"
"7705","GO:0031630",0.00012039079482921,"regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP"
"21413","GO:2001057",0.000120565263564122,"reactive nitrogen species metabolic process","BP"
"533","GO:0001676",0.000121524761514118,"long-chain fatty acid metabolic process","BP"
"4667","GO:0010644",0.00012197283153195,"cell communication by electrical coupling","BP"
"19469","GO:1903727",0.00012304277841795,"positive regulation of phospholipid metabolic process","BP"
"21133","GO:2000463",0.000127013546840396,"positive regulation of excitatory postsynaptic potential","BP"
"15728","GO:0071466",0.000130240735898604,"cellular response to xenobiotic stimulus","BP"
"17310","GO:0098656",0.000130574377630837,"anion transmembrane transport","BP"
"891","GO:0002237",0.000133545515048814,"response to molecule of bacterial origin","BP"
"16762","GO:0090382",0.000134715654932019,"phagosome maturation","BP"
"6390","GO:0019693",0.00013527634667104,"ribose phosphate metabolic process","BP"
"11762","GO:0045932",0.000135567127554676,"negative regulation of muscle contraction","BP"
"8703","GO:0033555",0.000136309919071185,"multicellular organismal response to stress","BP"
"1328","GO:0003073",0.00013759880871608,"regulation of systemic arterial blood pressure","BP"
"3661","GO:0007613",0.000138286948798952,"memory","BP"
"13820","GO:0055078",0.000138930910765304,"sodium ion homeostasis","BP"
"3132","GO:0006600",0.000139906812870946,"creatine metabolic process","BP"
"10303","GO:0042311",0.00014033472832995,"vasodilation","BP"
"698","GO:0001934",0.000142607292252826,"positive regulation of protein phosphorylation","BP"
"1218","GO:0002830",0.000144699558184422,"positive regulation of type 2 immune response","BP"
"11111","GO:0044092",0.000145895437025384,"negative regulation of molecular function","BP"
"13227","GO:0051223",0.000148732592095976,"regulation of protein transport","BP"
"4329","GO:0009410",0.00015062266575491,"response to xenobiotic stimulus","BP"
"14085","GO:0060337",0.000152932598866529,"type I interferon signaling pathway","BP"
"15656","GO:0071357",0.000152932598866529,"cellular response to type I interferon","BP"
"10666","GO:0043068",0.000154198234813065,"positive regulation of programmed cell death","BP"
"13011","GO:0050867",0.000159204858847988,"positive regulation of cell activation","BP"
"17317","GO:0098664",0.000159668402858812,"G protein-coupled serotonin receptor signaling pathway","BP"
"17259","GO:0098542",0.000161950381610394,"defense response to other organism","BP"
"8468","GO:0032946",0.000164399041321149,"positive regulation of mononuclear cell proliferation","BP"
"1149","GO:0002697",0.000167334669285175,"regulation of immune effector process","BP"
"4991","GO:0014706",0.000168209303282311,"striated muscle tissue development","BP"
"3062","GO:0006525",0.00017432855312119,"arginine metabolic process","BP"
"4655","GO:0010632",0.000174882485368287,"regulation of epithelial cell migration","BP"
"20946","GO:2000147",0.000176616877689189,"positive regulation of cell motility","BP"
"13068","GO:0050954",0.000179866662206126,"sensory perception of mechanical stimulus","BP"
"15600","GO:0071260",0.000180400809717041,"cellular response to mechanical stimulus","BP"
"7556","GO:0031347",0.000184033851377315,"regulation of defense response","BP"
"4962","GO:0014046",0.000185010071823492,"dopamine secretion","BP"
"4974","GO:0014059",0.000185010071823492,"regulation of dopamine secretion","BP"
"19091","GO:1902992",0.000185993674013096,"negative regulation of amyloid precursor protein catabolic process","BP"
"13988","GO:0060191",0.000187447609260126,"regulation of lipase activity","BP"
"7708","GO:0031638",0.000191217980295647,"zymogen activation","BP"
"11962","GO:0046434",0.000196783517073109,"organophosphate catabolic process","BP"
"767","GO:0002028",0.000202735587590541,"regulation of sodium ion transport","BP"
"3493","GO:0007190",0.000204510557876449,"activation of adenylate cyclase activity","BP"
"12399","GO:0048017",0.000210459552766983,"inositol lipid-mediated signaling","BP"
"8980","GO:0034340",0.00021393036217361,"response to type I interferon","BP"
"18487","GO:1901379",0.000213970627505791,"regulation of potassium ion transmembrane transport","BP"
"15314","GO:0070665",0.000217083423989424,"positive regulation of leukocyte proliferation","BP"
"18876","GO:1902430",0.000222492768249629,"negative regulation of amyloid-beta formation","BP"
"6494","GO:0019934",0.000225199672138718,"cGMP-mediated signaling","BP"
"13245","GO:0051249",0.000228624066018529,"regulation of lymphocyte activation","BP"
"765","GO:0002026",0.000229228053663372,"regulation of the force of heart contraction","BP"
"10150","GO:0040012",0.000235363488899745,"regulation of locomotion","BP"
"7846","GO:0031960",0.000235842333729519,"response to corticosteroid","BP"
"14227","GO:0060537",0.000238951273143868,"muscle tissue development","BP"
"4606","GO:0010544",0.000251309493421666,"negative regulation of platelet activation","BP"
"2795","GO:0006090",0.000255489544297375,"pyruvate metabolic process","BP"
"4364","GO:0009612",0.000259465368991699,"response to mechanical stimulus","BP"
"7102","GO:0030335",0.000260471966306132,"positive regulation of cell migration","BP"
"11156","GO:0044272",0.000263009655671259,"sulfur compound biosynthetic process","BP"
"10155","GO:0040017",0.000266988218498434,"positive regulation of locomotion","BP"
"4360","GO:0009607",0.000271317955914544,"response to biotic stimulus","BP"
"10222","GO:0042129",0.000271508602541956,"regulation of T cell proliferation","BP"
"12598","GO:0048545",0.000275944312492439,"response to steroid hormone","BP"
"8713","GO:0033572",0.000276297773721503,"transferrin transport","BP"
"4657","GO:0010634",0.000277816241708846,"positive regulation of epithelial cell migration","BP"
"5381","GO:0015844",0.000279464896056202,"monoamine transport","BP"
"10663","GO:0043065",0.000279645336778974,"positive regulation of apoptotic process","BP"
"3513","GO:0007215",0.000281351527556113,"glutamate receptor signaling pathway","BP"
"13007","GO:0050863",0.000282815646283659,"regulation of T cell activation","BP"
"3788","GO:0008202",0.000283573662604169,"steroid metabolic process","BP"
"13026","GO:0050886",0.00028425389157152,"endocrine process","BP"
"15607","GO:0071277",0.000285032804355238,"cellular response to calcium ion","BP"
"1148","GO:0002696",0.000285897037040799,"positive regulation of leukocyte activation","BP"
"8184","GO:0032496",0.000287755668423529,"response to lipopolysaccharide","BP"
"16763","GO:0090383",0.000287949351919913,"phagosome acidification","BP"
"10881","GO:0043434",0.000288112698926114,"response to peptide hormone","BP"
"12987","GO:0050832",0.000288692389550838,"defense response to fungus","BP"
"6903","GO:0030036",0.000291081298924099,"actin cytoskeleton organization","BP"
"12896","GO:0050671",0.000291274229222777,"positive regulation of lymphocyte proliferation","BP"
"11393","GO:0045087",0.000299958745186402,"innate immune response","BP"
"1455","GO:0003300",0.000300850251525071,"cardiac muscle hypertrophy","BP"
"6806","GO:0022407",0.000301440482575892,"regulation of cell-cell adhesion","BP"
"3377","GO:0006979",0.000302107122849539,"response to oxidative stress","BP"
"12952","GO:0050777",0.000303828056755094,"negative regulation of immune response","BP"
"4632","GO:0010595",0.000304688795580053,"positive regulation of endothelial cell migration","BP"
"10188","GO:0042053",0.000307009324448051,"regulation of dopamine metabolic process","BP"
"10195","GO:0042069",0.000307009324448051,"regulation of catecholamine metabolic process","BP"
"13340","GO:0051412",0.000313347490195528,"response to corticosterone","BP"
"10995","GO:0043627",0.000323540052033361,"response to estrogen","BP"
"14769","GO:0061684",0.00033351820191586,"chaperone-mediated autophagy","BP"
"3202","GO:0006690",0.000333901424455589,"icosanoid metabolic process","BP"
"14047","GO:0060291",0.000341521516797253,"long-term synaptic potentiation","BP"
"3158","GO:0006637",0.000344341148858393,"acyl-CoA metabolic process","BP"
"9412","GO:0035383",0.000344341148858393,"thioester metabolic process","BP"
"1054","GO:0002521",0.00034454116172534,"leukocyte differentiation","BP"
"16087","GO:0072109",0.00034593306495394,"glomerular mesangium development","BP"
"3474","GO:0007167",0.000348181448476814,"enzyme linked receptor protein signaling pathway","BP"
"19306","GO:1903409",0.000352564238616638,"reactive oxygen species biosynthetic process","BP"
"11399","GO:0045103",0.000352968731347452,"intermediate filament-based process","BP"
"4170","GO:0009125",0.000353772923969685,"nucleoside monophosphate catabolic process","BP"
"3835","GO:0008284",0.000354692025859829,"positive regulation of cell population proliferation","BP"
"3318","GO:0006885",0.000358509448699065,"regulation of pH","BP"
"14236","GO:0060548",0.000359591853230696,"negative regulation of cell death","BP"
"1155","GO:0002703",0.000362110907633698,"regulation of leukocyte mediated immunity","BP"
"438","GO:0001508",0.000362423219296471,"action potential","BP"
"18000","GO:0120254",0.000364522619944651,"olefinic compound metabolic process","BP"
"4605","GO:0010543",0.000367647280838824,"regulation of platelet activation","BP"
"4291","GO:0009268",0.000369295177622957,"response to pH","BP"
"12568","GO:0048488",0.000371031670577949,"synaptic vesicle endocytosis","BP"
"18064","GO:0140238",0.000371031670577949,"presynaptic endocytosis","BP"
"10608","GO:0042982",0.000374321181127077,"amyloid precursor protein metabolic process","BP"
"11527","GO:0045429",0.000379017520092119,"positive regulation of nitric oxide biosynthetic process","BP"
"3168","GO:0006650",0.00038523973984844,"glycerophospholipid metabolic process","BP"
"8465","GO:0032943",0.000391255065706386,"mononuclear cell proliferation","BP"
"1016","GO:0002448",0.000391342232986417,"mast cell mediated immunity","BP"
"6265","GO:0019229",0.000393496643493112,"regulation of vasoconstriction","BP"
"11532","GO:0045453",0.000396791974265508,"bone resorption","BP"
"5074","GO:0014897",0.000397465550223223,"striated muscle hypertrophy","BP"
"3586","GO:0007399",0.000400882778617935,"nervous system development","BP"
"148","GO:0000302",0.000411541058316734,"response to reactive oxygen species","BP"
"13428","GO:0051591",0.000415347305332648,"response to cAMP","BP"
"3502","GO:0007200",0.000421400792724353,"phospholipase C-activating G protein-coupled receptor signaling pathway","BP"
"4988","GO:0014075",0.000421586945658798,"response to amine","BP"
"12929","GO:0050731",0.000422133172395607,"positive regulation of peptidyl-tyrosine phosphorylation","BP"
"12397","GO:0048015",0.000426373768678838,"phosphatidylinositol-mediated signaling","BP"
"4320","GO:0009395",0.000426900623192686,"phospholipid catabolic process","BP"
"17682","GO:0099565",0.000427798948167159,"chemical synaptic transmission, postsynaptic","BP"
"13091","GO:0051004",0.000428722625118199,"regulation of lipoprotein lipase activity","BP"
"4145","GO:0009084",0.000433440615405969,"glutamine family amino acid biosynthetic process","BP"
"18870","GO:1902414",0.000435263277106012,"protein localization to cell junction","BP"
"8120","GO:0032418",0.000437986810894283,"lysosome localization","BP"
"4461","GO:0009967",0.000443111858985687,"positive regulation of signal transduction","BP"
"4502","GO:0010155",0.000446916194369691,"regulation of proton transport","BP"
"12079","GO:0046641",0.000458244977053693,"positive regulation of alpha-beta T cell proliferation","BP"
"11112","GO:0044093",0.000462766167114693,"positive regulation of molecular function","BP"
"13826","GO:0055086",0.000462884567849777,"nucleobase-containing small molecule metabolic process","BP"
"617","GO:0001817",0.000464078249523959,"regulation of cytokine production","BP"
"7042","GO:0030258",0.000464564787057305,"lipid modification","BP"
"6385","GO:0019674",0.000466195213527406,"NAD metabolic process","BP"
"18425","GO:1901215",0.00046640766946102,"negative regulation of neuron death","BP"
"519","GO:0001659",0.000469285401631694,"temperature homeostasis","BP"
"4469","GO:0009991",0.000475127345493087,"response to extracellular stimulus","BP"
"5068","GO:0014888",0.000484755184517878,"striated muscle adaptation","BP"
"16919","GO:0097067",0.000485258368007824,"cellular response to thyroid hormone stimulus","BP"
"12084","GO:0046651",0.000491342119792819,"lymphocyte proliferation","BP"
"11570","GO:0045598",0.000501605300911347,"regulation of fat cell differentiation","BP"
"8077","GO:0032370",0.000502190448137381,"positive regulation of lipid transport","BP"
"9427","GO:0035418",0.000510434880447403,"protein localization to synapse","BP"
"7557","GO:0031348",0.00051868928156476,"negative regulation of defense response","BP"
"3075","GO:0006538",0.000518838672640384,"glutamate catabolic process","BP"
"735","GO:0001975",0.000519646210719869,"response to amphetamine","BP"
"6997","GO:0030198",0.000524312326697487,"extracellular matrix organization","BP"
"13268","GO:0051281",0.000524862686371442,"positive regulation of release of sequestered calcium ion into cytosol","BP"
"15310","GO:0070661",0.000531094150854977,"leukocyte proliferation","BP"
"12721","GO:0048771",0.000548964982181378,"tissue remodeling","BP"
"12581","GO:0048518",0.00055048970724582,"positive regulation of biological process","BP"
"12083","GO:0046649",0.000557096817104484,"lymphocyte activation","BP"
"18613","GO:1901685",0.00055732328750781,"glutathione derivative metabolic process","BP"
"18614","GO:1901687",0.00055732328750781,"glutathione derivative biosynthetic process","BP"
"3370","GO:0006970",0.000562649326107588,"response to osmotic stress","BP"
"16918","GO:0097066",0.000567628738546633,"response to thyroid hormone","BP"
"10661","GO:0043062",0.000587614921693308,"extracellular structure organization","BP"
"21083","GO:2000379",0.000588624875281178,"positive regulation of reactive oxygen species metabolic process","BP"
"1140","GO:0002688",0.000589725450001754,"regulation of leukocyte chemotaxis","BP"
"6033","GO:0017158",0.000589737301585429,"regulation of calcium ion-dependent exocytosis","BP"
"18370","GO:1901021",0.000595919813784973,"positive regulation of calcium ion transmembrane transporter activity","BP"
"12445","GO:0048169",0.000596832203502107,"regulation of long-term neuronal synaptic plasticity","BP"
"14463","GO:0060986",0.000598210810116716,"endocrine hormone secretion","BP"
"21081","GO:2000377",0.000601225972170678,"regulation of reactive oxygen species metabolic process","BP"
"3476","GO:0007169",0.000603942845112453,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"13264","GO:0051272",0.000608027147343965,"positive regulation of cellular component movement","BP"
"11701","GO:0045823",0.000610015738760347,"positive regulation of heart contraction","BP"
"10867","GO:0043410",0.000614488576294916,"positive regulation of MAPK cascade","BP"
"16986","GO:0097186",0.000626763738232765,"amelogenesis","BP"
"19805","GO:1904407",0.00063834079309792,"positive regulation of nitric oxide metabolic process","BP"
"4772","GO:0010811",0.000639473952341169,"positive regulation of cell-substrate adhesion","BP"
"10399","GO:0042493",0.000643052489187862,"response to drug","BP"
"9206","GO:0034754",0.000652741824318752,"cellular hormone metabolic process","BP"
"717","GO:0001956",0.0006530183395659,"positive regulation of neurotransmitter secretion","BP"
"19122","GO:1903037",0.000654425907306391,"regulation of leukocyte cell-cell adhesion","BP"
"12098","GO:0046683",0.000657017673048057,"response to organophosphorus","BP"
"13025","GO:0050885",0.000662621019027588,"neuromuscular process controlling balance","BP"
"13256","GO:0051260",0.000666683550241772,"protein homooligomerization","BP"
"8075","GO:0032368",0.000674776259412249,"regulation of lipid transport","BP"
"14735","GO:0061620",0.000678138662633858,"glycolytic process through glucose-6-phosphate","BP"
"10185","GO:0042044",0.000681975059571303,"fluid transport","BP"
"3644","GO:0007588",0.000687922276329466,"excretion","BP"
"11988","GO:0046475",0.000706036683687728,"glycerophospholipid catabolic process","BP"
"11569","GO:0045597",0.000711708437986124,"positive regulation of cell differentiation","BP"
"10800","GO:0043300",0.000712834333023695,"regulation of leukocyte degranulation","BP"
"10784","GO:0043271",0.000717931156498033,"negative regulation of ion transport","BP"
"19500","GO:1903793",0.000721185195321756,"positive regulation of anion transport","BP"
"13427","GO:0051590",0.000722085905383341,"positive regulation of neurotransmitter transport","BP"
"4139","GO:0009074",0.000733969550491152,"aromatic amino acid family catabolic process","BP"
"7727","GO:0031667",0.00073688144394346,"response to nutrient levels","BP"
"16495","GO:0086064",0.00074746969074393,"cell communication by electrical coupling involved in cardiac conduction","BP"
"5303","GO:0015698",0.000756536313104467,"inorganic anion transport","BP"
"6883","GO:0030007",0.000761757165073294,"cellular potassium ion homeostasis","BP"
"5311","GO:0015718",0.000767849551488649,"monocarboxylic acid transport","BP"
"11278","GO:0044706",0.000768566116206338,"multi-multicellular organism process","BP"
"10671","GO:0043085",0.000772955078672994,"positive regulation of catalytic activity","BP"
"11400","GO:0045104",0.00077712518877246,"intermediate filament cytoskeleton organization","BP"
"5073","GO:0014896",0.000785640582712655,"muscle hypertrophy","BP"
"6255","GO:0019216",0.000795090322591865,"regulation of lipid metabolic process","BP"
"16471","GO:0086036",0.00080460449249211,"regulation of cardiac muscle cell membrane potential","BP"
"13307","GO:0051345",0.000805123618677584,"positive regulation of hydrolase activity","BP"
"18590","GO:1901653",0.000809255857134828,"cellular response to peptide","BP"
"19272","GO:1903351",0.000811028146227603,"cellular response to dopamine","BP"
"1315","GO:0003044",0.000813822576847429,"regulation of systemic arterial blood pressure mediated by a chemical signal","BP"
"11700","GO:0045822",0.000814187180066572,"negative regulation of heart contraction","BP"
"8864","GO:0034103",0.000827384665821137,"regulation of tissue remodeling","BP"
"10213","GO:0042110",0.000834438360265466,"T cell activation","BP"
"16214","GO:0072329",0.000839836875791694,"monocarboxylic acid catabolic process","BP"
"3655","GO:0007605",0.000839975999523322,"sensory perception of sound","BP"
"9117","GO:0034614",0.00085408595454889,"cellular response to reactive oxygen species","BP"
"1147","GO:0002695",0.000861538179196694,"negative regulation of leukocyte activation","BP"
"12072","GO:0046634",0.000867879133635023,"regulation of alpha-beta T cell activation","BP"
"4346","GO:0009448",0.000875085194803243,"gamma-aminobutyric acid metabolic process","BP"
"13686","GO:0052547",0.000889079659462702,"regulation of peptidase activity","BP"
"18009","GO:0140029",0.000895944102411247,"exocytic process","BP"
"6237","GO:0019184",0.000915157578978575,"nonribosomal peptide biosynthetic process","BP"
"5482","GO:0016051",0.000921934753302392,"carbohydrate biosynthetic process","BP"
"4833","GO:0010882",0.000931602094030631,"regulation of cardiac muscle contraction by calcium ion signaling","BP"
"12007","GO:0046503",0.00094065151192889,"glycerolipid catabolic process","BP"
"4570","GO:0010466",0.000950927315234991,"negative regulation of peptidase activity","BP"
"13017","GO:0050873",0.00095894926628679,"brown fat cell differentiation","BP"
"5399","GO:0015872",0.000963342482775961,"dopamine transport","BP"
"11595","GO:0045630",0.000975801738060559,"positive regulation of T-helper 2 cell differentiation","BP"
"17290","GO:0098609",0.000978034943065743,"cell-cell adhesion","BP"
"12398","GO:0048016",0.00100090717293527,"inositol phosphate-mediated signaling","BP"
"6993","GO:0030193",0.00101253290135848,"regulation of blood coagulation","BP"
"18178","GO:1900046",0.00101253290135848,"regulation of hemostasis","BP"
"12651","GO:0048662",0.00101361317102188,"negative regulation of smooth muscle cell proliferation","BP"
"897","GO:0002250",0.00104161393379976,"adaptive immune response","BP"
"11647","GO:0045723",0.00104748481200595,"positive regulation of fatty acid biosynthetic process","BP"
"5020","GO:0014808",0.00105038861352651,"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","BP"
"19350","GO:1903514",0.00105038861352651,"release of sequestered calcium ion into cytosol by endoplasmic reticulum","BP"
"5689","GO:0016486",0.00105173022200973,"peptide hormone processing","BP"
"18093","GO:0140448",0.00105173022200973,"signaling receptor ligand precursor processing","BP"
"9110","GO:0034599",0.00105856846649059,"cellular response to oxidative stress","BP"
"3665","GO:0007618",0.00105886709990063,"mating","BP"
"4981","GO:0014066",0.001071917156329,"regulation of phosphatidylinositol 3-kinase signaling","BP"
"12069","GO:0046631",0.00107486277457982,"alpha-beta T cell activation","BP"
"19540","GO:1903861",0.00107780756283653,"positive regulation of dendrite extension","BP"
"19271","GO:1903350",0.00108050536552231,"response to dopamine","BP"
"14733","GO:0061615",0.00108133802480471,"glycolytic process through fructose-6-phosphate","BP"
"15609","GO:0071280",0.00109106233234345,"cellular response to copper ion","BP"
"12926","GO:0050728",0.00110548964343792,"negative regulation of inflammatory response","BP"
"7265","GO:0030808",0.00110802549062877,"regulation of nucleotide biosynthetic process","BP"
"18312","GO:1900371",0.00110802549062877,"regulation of purine nucleotide biosynthetic process","BP"
