"","category","over_represented_pvalue","term","ontology"
"21192","GO:2000573",0.00221931266283578,"positive regulation of DNA biosynthetic process","BP"
"12622","GO:0048598",0.00222060993515667,"embryonic morphogenesis","BP"
"15229","GO:0070507",0.00224593345946966,"regulation of microtubule cytoskeleton organization","BP"
"11714","GO:0045840",0.00231569452536895,"positive regulation of mitotic nuclear division","BP"
"11658","GO:0045739",0.0023872114004398,"positive regulation of DNA repair","BP"
"13115","GO:0051031",0.0024126502618356,"tRNA transport","BP"
"3025","GO:0006473",0.00244767329495111,"protein acetylation","BP"
"9219","GO:0034770",0.00245668111103943,"histone H4-K20 methylation","BP"
"12610","GO:0048568",0.00258924293363783,"embryonic organ development","BP"
"21309","GO:2000779",0.00264075488987494,"regulation of double-strand break repair","BP"
"8586","GO:0033151",0.0026484588193032,"V(D)J recombination","BP"
"12110","GO:0046700",0.00269770222986121,"heterocycle catabolic process","BP"
"14467","GO:0060992",0.00270869366868775,"response to fungicide","BP"
"3549","GO:0007276",0.00278311964189266,"gamete generation","BP"
"10870","GO:0043414",0.0028419432074757,"macromolecule methylation","BP"
"21078","GO:2000371",0.00286148462973561,"regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"21079","GO:2000373",0.00286148462973561,"positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"13293","GO:0051315",0.0029052218497966,"attachment of mitotic spindle microtubules to kinetochore","BP"
"9362","GO:0035290",0.0029521641427371,"trunk segmentation","BP"
"9962","GO:0036484",0.0029521641427371,"trunk neural crest cell migration","BP"
"9963","GO:0036486",0.0029521641427371,"ventral trunk neural crest cell migration","BP"
"17130","GO:0097490",0.0029521641427371,"sympathetic neuron projection extension","BP"
"17131","GO:0097491",0.0029521641427371,"sympathetic neuron projection guidance","BP"
"11154","GO:0044270",0.00296032962629278,"cellular nitrogen compound catabolic process","BP"
"6571","GO:0021561",0.00299635159641576,"facial nerve development","BP"
"6598","GO:0021610",0.00299635159641576,"facial nerve morphogenesis","BP"
"20343","GO:1905508",0.00305600709278574,"protein localization to microtubule organizing center","BP"
"7619","GO:0031453",0.0032106098498483,"positive regulation of heterochromatin assembly","BP"
"3557","GO:0007292",0.00341314845691538,"female gamete generation","BP"
"3031","GO:0006479",0.00346385645697968,"protein methylation","BP"
"3796","GO:0008213",0.00346385645697968,"protein alkylation","BP"
"10137","GO:0039692",0.00348969894915992,"single stranded viral RNA replication via double stranded DNA intermediate","BP"
"6703","GO:0021846",0.00353584191090317,"cell proliferation in forebrain","BP"
"12905","GO:0050684",0.00354613405984807,"regulation of mRNA processing","BP"
"18701","GO:1901988",0.0035583294606855,"negative regulation of cell cycle phase transition","BP"
"1297","GO:0003006",0.00368356783634237,"developmental process involved in reproduction","BP"
"3429","GO:0007063",0.00371051601259193,"regulation of sister chromatid cohesion","BP"
"18885","GO:1902459",0.00377418167910631,"positive regulation of stem cell population maintenance","BP"
"4006","GO:0008584",0.00381134730895399,"male gonad development","BP"
"18825","GO:1902287",0.00387240222718474,"semaphorin-plexin signaling pathway involved in axon guidance","BP"
"10","GO:0000022",0.00400151394254604,"mitotic spindle elongation","BP"
"14400","GO:0060839",0.00409769616993146,"endothelial cell fate commitment","BP"
"6670","GO:0021783",0.00409774860471871,"preganglionic parasympathetic fiber development","BP"
"12566","GO:0048486",0.00409774860471871,"parasympathetic nervous system development","BP"
"2887","GO:0006265",0.00420627860208952,"DNA topological change","BP"
"14450","GO:0060968",0.00422403123749371,"regulation of gene silencing","BP"
"6149","GO:0018394",0.00425136766097301,"peptidyl-lysine acetylation","BP"
"15439","GO:0070922",0.00425608940902861,"small RNA loading onto RISC","BP"
"15763","GO:0071514",0.00427135677990594,"genetic imprinting","BP"
"11221","GO:0044380",0.0043910226632571,"protein localization to cytoskeleton","BP"
"12786","GO:0050000",0.00441269812338858,"chromosome localization","BP"
"13285","GO:0051303",0.00441269812338858,"establishment of chromosome localization","BP"
"6811","GO:0022412",0.00445416868698012,"cellular process involved in reproduction in multicellular organism","BP"
"6653","GO:0021761",0.0044856840511244,"limbic system development","BP"
"15466","GO:0070972",0.00448620116275523,"protein localization to endoplasmic reticulum","BP"
"6672","GO:0021785",0.00462404147123564,"branchiomotor neuron axon guidance","BP"
"16724","GO:0090309",0.00464876466620551,"positive regulation of DNA methylation-dependent heterochromatin assembly","BP"
"18820","GO:1902275",0.00468448550525134,"regulation of chromatin organization","BP"
"12030","GO:0046546",0.00470603791431114,"development of primary male sexual characteristics","BP"
"14513","GO:0061053",0.00475812984049261,"somite development","BP"
"21467","GO:2001222",0.00503751342431563,"regulation of neuron migration","BP"
"6828","GO:0022618",0.00507484302917046,"ribonucleoprotein complex assembly","BP"
"9058","GO:0034453",0.00507598194219035,"microtubule anchoring","BP"
"4618","GO:0010569",0.00521514053892144,"regulation of double-strand break repair via homologous recombination","BP"
"11772","GO:0045944",0.00535273673746236,"positive regulation of transcription by RNA polymerase II","BP"
"19919","GO:1904667",0.00543797257173433,"negative regulation of ubiquitin protein ligase activity","BP"
"15621","GO:0071305",0.00547339393225071,"cellular response to vitamin D","BP"
"18704","GO:1901991",0.00548765196627791,"negative regulation of mitotic cell cycle phase transition","BP"
"3433","GO:0007076",0.00565580759192947,"mitotic chromosome condensation","BP"
"13289","GO:0051307",0.00566812695056631,"meiotic chromosome separation","BP"
"12654","GO:0048665",0.00569286923204307,"neuron fate specification","BP"
"14605","GO:0061304",0.00578839360308196,"retinal blood vessel morphogenesis","BP"
"14279","GO:0060623",0.00582193415091339,"regulation of chromosome condensation","BP"
"15262","GO:0070561",0.00585720412612645,"vitamin D receptor signaling pathway","BP"
"11761","GO:0045931",0.00586822883480065,"positive regulation of mitotic cell cycle","BP"
"12563","GO:0048483",0.00589225548145666,"autonomic nervous system development","BP"
"4428","GO:0009880",0.00590223193548167,"embryonic pattern specification","BP"
"5733","GO:0016573",0.00592788313867039,"histone acetylation","BP"
"13412","GO:0051570",0.00597514955990223,"regulation of histone H3-K9 methylation","BP"
"4652","GO:0010628",0.00604944946353879,"positive regulation of gene expression","BP"
"472","GO:0001556",0.00615502072745127,"oocyte maturation","BP"
"14406","GO:0060846",0.006155636784531,"blood vessel endothelial cell fate commitment","BP"
"14407","GO:0060847",0.006155636784531,"endothelial cell fate specification","BP"
"16932","GO:0097101",0.006155636784531,"blood vessel endothelial cell fate specification","BP"
"10229","GO:0042138",0.00628298912303309,"meiotic DNA double-strand break formation","BP"
"4506","GO:0010165",0.00632752523383277,"response to X-ray","BP"
"2891","GO:0006269",0.00633962303285204,"DNA replication, synthesis of RNA primer","BP"
"13160","GO:0051101",0.00635645702711912,"regulation of DNA binding","BP"
"11691","GO:0045799",0.00640280535289484,"positive regulation of chromatin assembly or disassembly","BP"
"12624","GO:0048608",0.00644468455195579,"reproductive structure development","BP"
"9357","GO:0035280",0.00655679187701328,"miRNA loading onto RISC involved in gene silencing by miRNA","BP"
"2979","GO:0006405",0.00660863488452567,"RNA export from nucleus","BP"
"6148","GO:0018393",0.00662624019419899,"internal peptidyl-lysine acetylation","BP"
"6777","GO:0021987",0.00668179983491856,"cerebral cortex development","BP"
"6334","GO:0019439",0.00677193612743055,"aromatic compound catabolic process","BP"
"8005","GO:0032259",0.00677405454284011,"methylation","BP"
"2934","GO:0006337",0.00686440388113336,"nucleosome disassembly","BP"
"7967","GO:0032201",0.00687729896637041,"telomere maintenance via semi-conservative replication","BP"
"4582","GO:0010501",0.0069016380116161,"RNA secondary structure unwinding","BP"
"4559","GO:0010452",0.00690657440083277,"histone H3-K36 methylation","BP"
"21490","GO:2001252",0.00701369582960894,"positive regulation of chromosome organization","BP"
"11062","GO:0043967",0.00709907682127441,"histone H4 acetylation","BP"
"13281","GO:0051298",0.00710191485225493,"centrosome duplication","BP"
"15930","GO:0071826",0.00718884992798465,"ribonucleoprotein complex subunit organization","BP"
"6063","GO:0018023",0.0072351816421391,"peptidyl-lysine trimethylation","BP"
"13232","GO:0051231",0.00742481459864101,"spindle elongation","BP"
"14200","GO:0060485",0.00746072528156955,"mesenchyme development","BP"
"3376","GO:0006978",0.00777793299561338,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"9359","GO:0035282",0.00783683159406308,"segmentation","BP"
"20889","GO:2000042",0.00794157831334392,"negative regulation of double-strand break repair via homologous recombination","BP"
"10630","GO:0043009",0.00812199200583167,"chordate embryonic development","BP"
"14629","GO:0061351",0.00812245209291087,"neural precursor cell proliferation","BP"
"4626","GO:0010586",0.00815429546282763,"miRNA metabolic process","BP"
"10491","GO:0042701",0.00817041796589251,"progesterone secretion","BP"
"20920","GO:2000105",0.00818935618861279,"positive regulation of DNA-dependent DNA replication","BP"
"6735","GO:0021902",0.00828827437074185,"commitment of neuronal cell to specific neuron type in forebrain","BP"
"3027","GO:0006475",0.00852969002767518,"internal protein amino acid acetylation","BP"
"15618","GO:0071295",0.00861215114349902,"cellular response to vitamin","BP"
"8161","GO:0032467",0.00867606763888646,"positive regulation of cytokinesis","BP"
"11426","GO:0045144",0.00868676628499302,"meiotic sister chromatid segregation","BP"
"13213","GO:0051177",0.00868676628499302,"meiotic sister chromatid cohesion","BP"
"14666","GO:0061458",0.00897999252091874,"reproductive system development","BP"
"2983","GO:0006409",0.008992835855877,"tRNA export from nucleus","BP"
"15706","GO:0071431",0.008992835855877,"tRNA-containing ribonucleoprotein complex export from nucleus","BP"
"7518","GO:0031297",0.00899645079234761,"replication fork processing","BP"
"20937","GO:2000134",0.00906423090197588,"negative regulation of G1/S transition of mitotic cell cycle","BP"
"18480","GO:1901361",0.00925207077585001,"organic cyclic compound catabolic process","BP"
"6656","GO:0021766",0.00928677022669115,"hippocampus development","BP"
"9038","GO:0034421",0.00932976926289235,"post-translational protein acetylation","BP"
"12717","GO:0048762",0.00933900538145319,"mesenchymal cell differentiation","BP"
"9819","GO:0036124",0.00938959183055471,"histone H3-K9 trimethylation","BP"
"16665","GO:0090231",0.00957611804620908,"regulation of spindle checkpoint","BP"
"16690","GO:0090266",0.00957611804620908,"regulation of mitotic cell cycle spindle assembly checkpoint","BP"
"19342","GO:1903504",0.00957611804620908,"regulation of mitotic spindle checkpoint","BP"
"18826","GO:1902292",0.00958813811770299,"cell cycle DNA replication initiation","BP"
"18838","GO:1902315",0.00958813811770299,"nuclear cell cycle DNA replication initiation","BP"
"19084","GO:1902975",0.00958813811770299,"mitotic DNA replication initiation","BP"
"7434","GO:0031112",0.00962306099853973,"positive regulation of microtubule polymerization or depolymerization","BP"
"3374","GO:0006975",0.0098957333360132,"DNA damage induced protein phosphorylation","BP"
"4415","GO:0009792",0.00997551563290595,"embryo development ending in birth or egg hatching","BP"
"11322","GO:0044818",0.0100935486471007,"mitotic G2/M transition checkpoint","BP"
"14699","GO:0061548",0.0101648754484239,"ganglion development","BP"
"13112","GO:0051028",0.0102005533685414,"mRNA transport","BP"
"258","GO:0000726",0.0103592339217791,"non-recombinational repair","BP"
"3443","GO:0007095",0.0106828400865019,"mitotic G2 DNA damage checkpoint","BP"
"2939","GO:0006349",0.0107047477058216,"regulation of gene expression by genetic imprinting","BP"
"10533","GO:0042772",0.0107796170287599,"DNA damage response, signal transduction resulting in transcription","BP"
"11696","GO:0045815",0.0109567039023903,"positive regulation of gene expression, epigenetic","BP"
"2922","GO:0006308",0.0109755083370516,"DNA catabolic process","BP"
"5628","GO:0016339",0.0111172521490818,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"16257","GO:0072425",0.0112547628482958,"signal transduction involved in G2 DNA damage checkpoint","BP"
"12596","GO:0048539",0.011344972153364,"bone marrow development","BP"
"15477","GO:0070988",0.0113760498188925,"demethylation","BP"
"8","GO:0000018",0.0114366546324095,"regulation of DNA recombination","BP"
"3464","GO:0007157",0.0114933153076078,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"7662","GO:0031536",0.0116383347735596,"positive regulation of exit from mitosis","BP"
"6743","GO:0021915",0.0117217158850564,"neural tube development","BP"
"16962","GO:0097150",0.011812094252749,"neuronal stem cell population maintenance","BP"
"4479","GO:0010032",0.0118316704666684,"meiotic chromosome condensation","BP"
"13957","GO:0060147",0.0120401965999418,"regulation of posttranscriptional gene silencing","BP"
"14448","GO:0060966",0.0120401965999418,"regulation of gene silencing by RNA","BP"
"550","GO:0001708",0.0121083639091756,"cell fate specification","BP"
"19009","GO:1902807",0.0121346630890706,"negative regulation of cell cycle G1/S phase transition","BP"
"13324","GO:0051382",0.0122543419620333,"kinetochore assembly","BP"
"1439","GO:0003272",0.0122577115181805,"endocardial cushion formation","BP"
"12426","GO:0048096",0.0122687149443972,"chromatin-mediated maintenance of transcription","BP"
"10655","GO:0043045",0.0123438946185762,"DNA methylation involved in embryo development","BP"
"18535","GO:1901538",0.0123438946185762,"changes to DNA methylation involved in embryo development","BP"
"14226","GO:0060536",0.0125611451499575,"cartilage morphogenesis","BP"
"15911","GO:0071798",0.0127451107795033,"response to prostaglandin D","BP"
"15912","GO:0071799",0.0127451107795033,"cellular response to prostaglandin D stimulus","BP"
"6548","GO:0021536",0.0127917233885603,"diencephalon development","BP"
"13871","GO:0060022",0.01282351986222,"hard palate development","BP"
"10144","GO:0040001",0.0129669733294252,"establishment of mitotic spindle localization","BP"
"13237","GO:0051236",0.0130829663140723,"establishment of RNA localization","BP"
"2917","GO:0006303",0.013140743079703,"double-strand break repair via nonhomologous end joining","BP"
"7389","GO:0031054",0.0131849975085477,"pre-miRNA processing","BP"
"2918","GO:0006304",0.0132895439331203,"DNA modification","BP"
"6696","GO:0021828",0.0134080797185538,"gonadotrophin-releasing hormone neuronal migration to the hypothalamus","BP"
"6709","GO:0021855",0.0134080797185538,"hypothalamus cell migration","BP"
"6710","GO:0021856",0.0134080797185538,"hypothalamic tangential migration using cell-axon interactions","BP"
"19285","GO:1903375",0.0134080797185538,"facioacoustic ganglion development","BP"
"18963","GO:1902667",0.0135106402986222,"regulation of axon guidance","BP"
"12884","GO:0050657",0.0135525221746558,"nucleic acid transport","BP"
"12885","GO:0050658",0.0135525221746558,"RNA transport","BP"
"20840","GO:1990918",0.0135533697689818,"double-strand break repair involved in meiotic recombination","BP"
"13858","GO:0060005",0.0135917909460134,"vestibular reflex","BP"
"12049","GO:0046599",0.0137665392317481,"regulation of centriole replication","BP"
"20226","GO:1905269",0.0138497016289074,"positive regulation of chromatin organization","BP"
"8469","GO:0032954",0.013975296690341,"regulation of cytokinetic process","BP"
"18690","GO:1901976",0.0141219004381718,"regulation of cell cycle checkpoint","BP"
"4797","GO:0010837",0.0142076092909856,"regulation of keratinocyte proliferation","BP"
"5737","GO:0016577",0.014308696398894,"histone demethylation","BP"
"15994","GO:0071932",0.0143505203051916,"replication fork reversal","BP"
"18408","GO:1901166",0.0144804727942638,"neural crest cell migration involved in autonomic nervous system development","BP"
"6557","GO:0021545",0.014503797577617,"cranial nerve development","BP"
"10158","GO:0040020",0.0145088372890066,"regulation of meiotic nuclear division","BP"
"11728","GO:0045875",0.0146519340941919,"negative regulation of sister chromatid cohesion","BP"
"11725","GO:0045869",0.0146612498530387,"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP"
"11354","GO:0045003",0.0147464500010117,"double-strand break repair via synthesis-dependent strand annealing","BP"
"12561","GO:0048477",0.0147661331392626,"oogenesis","BP"
"14446","GO:0060964",0.0148529526743608,"regulation of gene silencing by miRNA","BP"
"15742","GO:0071481",0.0152447813665528,"cellular response to X-ray","BP"
"640","GO:0001841",0.0152687751808669,"neural tube formation","BP"
"8354","GO:0032776",0.0157672005770404,"DNA methylation on cytosine","BP"
"16590","GO:0090116",0.0157672005770404,"C-5 methylation of cytosine","BP"
"262","GO:0000731",0.0159563760091547,"DNA synthesis involved in DNA repair","BP"
"12091","GO:0046661",0.0160972988512456,"male sex differentiation","BP"
"6773","GO:0021983",0.0162314662647489,"pituitary gland development","BP"
"529","GO:0001672",0.016331895080649,"regulation of chromatin assembly or disassembly","BP"
"13282","GO:0051299",0.0163322559520667,"centrosome separation","BP"
"4007","GO:0008585",0.0166098473318291,"female gonad development","BP"
"2977","GO:0006403",0.0168129253273094,"RNA localization","BP"
"11709","GO:0045835",0.0169477988802906,"negative regulation of meiotic nuclear division","BP"
"545","GO:0001702",0.0171524483679942,"gastrulation with mouth forming second","BP"
"3705","GO:0008063",0.0172144698254276,"Toll signaling pathway","BP"
"11657","GO:0045738",0.0172546343510535,"negative regulation of DNA repair","BP"
"4858","GO:0010911",0.0177320535954601,"regulation of isomerase activity","BP"
"4859","GO:0010912",0.0177320535954601,"positive regulation of isomerase activity","BP"
"8863","GO:0034101",0.0177366145787667,"erythrocyte homeostasis","BP"
"3454","GO:0007135",0.0178324627816817,"meiosis II","BP"
"14890","GO:0061983",0.0178324627816817,"meiosis II cell cycle process","BP"
"7640","GO:0031498",0.0179467759641913,"chromatin disassembly","BP"
"2905","GO:0006287",0.0180350256807077,"base-excision repair, gap-filling","BP"
"3396","GO:0007010",0.018208399834426,"cytoskeleton organization","BP"
"12149","GO:0046831",0.0183276342715128,"regulation of RNA export from nucleus","BP"
"3388","GO:0006999",0.0185943199251892,"nuclear pore organization","BP"
"576","GO:0001756",0.0186471613717568,"somitogenesis","BP"
"13525","GO:0051782",0.0187176570899783,"negative regulation of cell division","BP"
"642","GO:0001843",0.0187506714427138,"neural tube closure","BP"
"14273","GO:0060606",0.0187506714427138,"tube closure","BP"
"871","GO:0002192",0.0192509037039526,"IRES-dependent translational initiation of linear mRNA","BP"
"17891","GO:0110017",0.0192509037039526,"cap-independent translational initiation of linear mRNA","BP"
"2904","GO:0006286",0.0193658987047418,"base-excision repair, base-free sugar-phosphate removal","BP"
"17244","GO:0098502",0.0193658987047418,"DNA dephosphorylation","BP"
"13132","GO:0051053",0.0195563944817422,"negative regulation of DNA metabolic process","BP"
"4404","GO:0009753",0.0196090969413956,"response to jasmonic acid","BP"
"15683","GO:0071395",0.0196090969413956,"cellular response to jasmonic acid stimulus","BP"
"14241","GO:0060562",0.0198656445131888,"epithelial tube morphogenesis","BP"
"4456","GO:0009954",0.0199892210393097,"proximal/distal pattern formation","BP"
"13251","GO:0051255",0.0202096886533842,"spindle midzone assembly","BP"
"3140","GO:0006612",0.0205380183507748,"protein targeting to membrane","BP"
"6722","GO:0021884",0.0205733266413183,"forebrain neuron development","BP"
"7646","GO:0031508",0.020625912989389,"pericentric heterochromatin assembly","BP"
"18097","GO:0140462",0.020625912989389,"pericentric heterochromatin organization","BP"
"15556","GO:0071168",0.0207649292951047,"protein localization to chromatin","BP"
"11019","GO:0043696",0.0210227213849504,"dedifferentiation","BP"
"11020","GO:0043697",0.0210227213849504,"cell dedifferentiation","BP"
"9250","GO:0035019",0.0213038884190442,"somatic stem cell population maintenance","BP"
"9598","GO:0035720",0.0213830089735928,"intraciliary anterograde transport","BP"
"3578","GO:0007369",0.0215517476106297,"gastrulation","BP"
"7017","GO:0030218",0.02184709678705,"erythrocyte differentiation","BP"
"15263","GO:0070562",0.0219157848832534,"regulation of vitamin D receptor signaling pathway","BP"
"4330","GO:0009411",0.0222911857010967,"response to UV","BP"
"3034","GO:0006482",0.0222962142637037,"protein demethylation","BP"
"3797","GO:0008214",0.0222962142637037,"protein dealkylation","BP"
"4799","GO:0010839",0.022371600911725,"negative regulation of keratinocyte proliferation","BP"
"2980","GO:0006406",0.0224996612629222,"mRNA export from nucleus","BP"
"15704","GO:0071427",0.0224996612629222,"mRNA-containing ribonucleoprotein complex export from nucleus","BP"
"7730","GO:0031670",0.0227329353222606,"cellular response to nutrient","BP"
"2926","GO:0006312",0.0227637789156052,"mitotic recombination","BP"
"16916","GO:0097064",0.0228102735227543,"ncRNA export from nucleus","BP"
"8189","GO:0032504",0.0231494074120531,"multicellular organism reproduction","BP"
"13524","GO:0051781",0.0231581376859607,"positive regulation of cell division","BP"
"17074","GO:0097376",0.0231734844125363,"interneuron axon guidance","BP"
"21305","GO:2000773",0.0233434982216015,"negative regulation of cellular senescence","BP"
"11075","GO:0043984",0.023492566965874,"histone H4-K16 acetylation","BP"
"12625","GO:0048609",0.0234999326703118,"multicellular organismal reproductive process","BP"
"6498","GO:0019953",0.0235121784648247,"sexual reproduction","BP"
"718","GO:0001957",0.0237909176718694,"intramembranous ossification","BP"
"9791","GO:0036072",0.0237909176718694,"direct ossification","BP"
"14600","GO:0061299",0.0243977134396179,"retina vasculature morphogenesis in camera-type eye","BP"
"6772","GO:0021979",0.0244320342850711,"hypothalamus cell differentiation","BP"
"21011","GO:2000278",0.024753054585483,"regulation of DNA biosynthetic process","BP"
"21391","GO:2001021",0.0253160523586269,"negative regulation of response to DNA damage stimulus","BP"
"12582","GO:0048519",0.0253202469981577,"negative regulation of biological process","BP"
"11061","GO:0043966",0.0256690800237766,"histone H3 acetylation","BP"
"18939","GO:1902595",0.0257308136786037,"regulation of DNA replication origin binding","BP"
"624","GO:0001824",0.0258462881686403,"blastocyst development","BP"
"3424","GO:0007056",0.0259330291037842,"spindle assembly involved in female meiosis","BP"
"3425","GO:0007057",0.0259330291037842,"spindle assembly involved in female meiosis I","BP"
"2908","GO:0006290",0.0261062792705073,"pyrimidine dimer repair","BP"
"13205","GO:0051168",0.0261142202113449,"nuclear export","BP"
"14843","GO:0061844",0.0265409232306353,"antimicrobial humoral immune response mediated by antimicrobial peptide","BP"
"21485","GO:2001244",0.0268171007672298,"positive regulation of intrinsic apoptotic signaling pathway","BP"
"9220","GO:0034773",0.0269424213848282,"histone H4-K20 trimethylation","BP"
"6527","GO:0021510",0.0269772206685805,"spinal cord development","BP"
"6721","GO:0021882",0.0269906144335399,"regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment","BP"
"6729","GO:0021893",0.0269906144335399,"cerebral cortex GABAergic interneuron fate commitment","BP"
"6734","GO:0021898",0.0269906144335399,"commitment of multipotent stem cells to neuronal lineage in forebrain","BP"
"14521","GO:0061075",0.0269906144335399,"positive regulation of neural retina development","BP"
"19030","GO:1902868",0.0269906144335399,"positive regulation of retina development in camera-type eye","BP"
"19031","GO:1902869",0.0269906144335399,"regulation of amacrine cell differentiation","BP"
"19032","GO:1902871",0.0269906144335399,"positive regulation of amacrine cell differentiation","BP"
"14146","GO:0060411",0.02710787409209,"cardiac septum morphogenesis","BP"
"3696","GO:0008045",0.027295581349782,"motor neuron axon guidance","BP"
"12051","GO:0046601",0.0275130455210063,"positive regulation of centriole replication","BP"
"2862","GO:0006211",0.0275705172676761,"5-methylcytosine catabolic process","BP"
"6454","GO:0019857",0.0275705172676761,"5-methylcytosine metabolic process","BP"
"2902","GO:0006284",0.027580630039308,"base-excision repair","BP"
"11498","GO:0045292",0.0276551395554866,"mRNA cis splicing, via spliceosome","BP"
"14971","GO:0070076",0.0276672852333909,"histone lysine demethylation","BP"
"6793","GO:0022027",0.0277236240084337,"interkinetic nuclear migration","BP"
"14161","GO:0060429",0.0278273174079083,"epithelium development","BP"
"3451","GO:0007129",0.027863170182331,"homologous chromosome pairing at meiosis","BP"
"6572","GO:0021562",0.0279248027730016,"vestibulocochlear nerve development","BP"
"485","GO:0001578",0.0281071304589786,"microtubule bundle formation","BP"
"13416","GO:0051574",0.0281963151311978,"positive regulation of histone H3-K9 methylation","BP"
"21310","GO:2000780",0.0282575493666521,"negative regulation of double-strand break repair","BP"
"13513","GO:0051754",0.0283007977738326,"meiotic sister chromatid cohesion, centromeric","BP"
"14268","GO:0060600",0.0283288737229964,"dichotomous subdivision of an epithelial terminal unit","BP"
"13870","GO:0060021",0.0284706970387341,"roof of mouth development","BP"
"20402","GO:1905634",0.0284803689272648,"regulation of protein localization to chromatin","BP"
"3636","GO:0007566",0.0284888416986662,"embryo implantation","BP"
"7171","GO:0030520",0.0285479078016878,"intracellular estrogen receptor signaling pathway","BP"
"13051","GO:0050919",0.0288828827809117,"negative chemotaxis","BP"
"16230","GO:0072355",0.028896267615302,"histone H3-T3 phosphorylation","BP"
"18917","GO:1902544",0.0292112793891868,"regulation of DNA N-glycosylase activity","BP"
"7571","GO:0031392",0.0294924941314023,"regulation of prostaglandin biosynthetic process","BP"
"8422","GO:0032886",0.0295964804752683,"regulation of microtubule-based process","BP"
"12605","GO:0048562",0.0297659039687207,"embryonic organ morphogenesis","BP"
"266","GO:0000737",0.0302193782349476,"DNA catabolic process, endonucleolytic","BP"
"116","GO:0000245",0.0302912490136161,"spliceosomal complex assembly","BP"
"13277","GO:0051292",0.030586629245211,"nuclear pore complex assembly","BP"
"7438","GO:0031116",0.0306795834005592,"positive regulation of microtubule polymerization","BP"
"14147","GO:0060412",0.0310177401362391,"ventricular septum morphogenesis","BP"
"2958","GO:0006376",0.0315312533483177,"mRNA splice site selection","BP"
"13637","GO:0051984",0.0317092636459057,"positive regulation of chromosome segregation","BP"
"9304","GO:0035148",0.0320064125821575,"tube formation","BP"
"13552","GO:0051866",0.0322622481854521,"general adaptation syndrome","BP"
"16666","GO:0090232",0.0322912843945254,"positive regulation of spindle checkpoint","BP"
"16691","GO:0090267",0.0322912843945254,"positive regulation of mitotic cell cycle spindle assembly checkpoint","BP"
"14283","GO:0060631",0.0323306791220063,"regulation of meiosis I","BP"
"6724","GO:0021886",0.0324532201014631,"hypothalamus gonadotrophin-releasing hormone neuron differentiation","BP"
"6725","GO:0021888",0.0324532201014631,"hypothalamus gonadotrophin-releasing hormone neuron development","BP"
"3421","GO:0007050",0.0325949982141308,"cell cycle arrest","BP"
"8855","GO:0034086",0.0327119836105844,"maintenance of sister chromatid cohesion","BP"
"8857","GO:0034088",0.0327119836105844,"maintenance of mitotic sister chromatid cohesion","BP"
"8823","GO:0033962",0.033134987056772,"P-body assembly","BP"
"6716","GO:0021871",0.0331524580485733,"forebrain regionalization","BP"
"863","GO:0002181",0.0333561673623662,"cytoplasmic translation","BP"
"5420","GO:0015912",0.0335369967210969,"short-chain fatty acid transport","BP"
"12741","GO:0048821",0.0335712006951418,"erythrocyte development","BP"
"6608","GO:0021648",0.0336284537351727,"vestibulocochlear nerve morphogenesis","BP"
"16107","GO:0072148",0.0336648311931847,"epithelial cell fate commitment","BP"
"248","GO:0000712",0.0339933998304607,"resolution of meiotic recombination intermediates","BP"
"8414","GO:0032875",0.0340997010060977,"regulation of DNA endoreduplication","BP"
"16436","GO:0080182",0.0341428872164145,"histone H3-K4 trimethylation","BP"
"11208","GO:0044346",0.034168739340306,"fibroblast apoptotic process","BP"
"2894","GO:0006272",0.0343763037385679,"leading strand elongation","BP"
"15767","GO:0071526",0.034463233327572,"semaphorin-plexin signaling pathway","BP"
"12029","GO:0046545",0.0345849810439782,"development of primary female sexual characteristics","BP"
"19492","GO:1903775",0.0346097194881893,"regulation of DNA double-strand break processing","BP"
"2914","GO:0006298",0.0348759069466277,"mismatch repair","BP"
"12090","GO:0046660",0.0353318949730211,"female sex differentiation","BP"
"637","GO:0001838",0.0354439298160835,"embryonic epithelial tube formation","BP"
"7285","GO:0030855",0.0354577986452189,"epithelial cell differentiation","BP"
"14405","GO:0060844",0.0356363094250343,"arterial endothelial cell fate commitment","BP"
"10014","GO:0038028",0.035752926199938,"insulin receptor signaling pathway via phosphatidylinositol 3-kinase","BP"
"12054","GO:0046605",0.03589218260146,"regulation of centrosome cycle","BP"
"195","GO:0000414",0.0359723468123655,"regulation of histone H3-K36 methylation","BP"
"10280","GO:0042276",0.036181073632125,"error-prone translesion synthesis","BP"
"18024","GO:0140056",0.0361813509219674,"organelle localization by membrane tethering","BP"
"9317","GO:0035196",0.0361939305763306,"production of miRNAs involved in gene silencing by miRNA","BP"
"6805","GO:0022406",0.0363198808607635,"membrane docking","BP"
"10202","GO:0042089",0.0364862396512035,"cytokine biosynthetic process","BP"
"10211","GO:0042107",0.0364862396512035,"cytokine metabolic process","BP"
