ENTREZID	ENSEMBL	SYMBOL	SRR1554534	SRR1554535	SRR1554568	SRR1554561	SRR1554567	SRR1554536	SRR1554541	SRR1554539	SRR1554538	SRR1554537
100506741	NA	NA	192	820	1277	279	2262	68	3291	615	1377	1677
100506742	ENSG00000204403	CASP12	0	4	22	4	45	27	56	34	38	25
100506744	NA	NA	0	0	0	0	0	4	0	0	0	0
100506745	NA	NA	8	4	9	4	13	0	9	6	17	10
100506746	NA	AFF1-AS1	204	447	58	243	159	272	45	283	101	42
100506747	NA	MGAT4FP	0	0	0	0	0	0	0	0	0	1
100506748	NA	NA	571	1577	2928	535	4205	495	3989	903	3258	2245
100506749	ENSG00000235529	AGAP1-IT1	4	18	0	3	8	2	16	13	1	4
100506750	NA	NA	0	0	4	0	2	0	11	0	17	12
100506751	NA	NA	6	27	29	1	27	5	20	29	31	21
100506752	NA	NA	110	77	149	228	233	19	307	116	225	224
100506753	NA	MAILR	61	56	109	64	107	24	143	68	102	100
100506754	NA	NA	7	1	10	0	19	11	21	4	13	6
100506755	ENSG00000267532	MIR497HG	303	342	132	387	140	592	133	194	187	153
100506756	NA	NA	0	0	0	0	2	0	3	0	1	1
100506757	ENSG00000227060	LINC00629	49	58	9	20	6	0	42	68	3	27
100506758	NA	NA	2	10	19	0	43	0	22	0	54	17
100506760	NA	NA	354	397	1924	472	1857	123	2307	288	2364	1972
100506761	NA	NA	644	872	1268	650	1872	364	1754	449	1547	1440
100506762	NA	NA	8	27	49	41	23	14	151	16	39	36
100506763	NA	NA	322	687	422	353	812	101	1095	797	567	418
100506764	NA	NA	0	1	1	2	1	0	2	0	1	4
100506765	ENSG00000239877	IGSF11-AS1	0	3	4	0	2	0	1	18	0	0
100506766	NA	NA	95	84	185	151	138	150	144	166	119	155
100506767	NA	NA	6	16	6	0	13	4	18	5	6	1
100506768	NA	NA	79	101	458	138	343	32	328	69	458	567
100506769	NA	C10orf71-AS1	0	4	0	0	0	0	0	0	0	0
100506772	NA	NA	0	0	0	0	0	0	0	0	0	0
100506773	NA	NA	0	0	4	0	3	2	4	0	0	20
100506774	NA	NA	812	887	6269	1645	9884	344	10056	2280	14622	10561
100506775	NA	LINC01353	20	57	10	24	19	4	14	47	11	17
100506776	ENSG00000281103	TRG-AS1	0	11	4	5	14	40	9	10	3	0
100506777	NA	NA	18	11	47	15	77	4	65	18	48	84
100506778	NA	NA	980	765	405	1250	458	124	510	776	539	539
100506779	ENSG00000265148	TSPOAP1-AS1	593	687	1230	629	1475	160	2142	671	1177	934
100506781	NA	NA	121	123	1663	123	2990	40	3121	84	2658	1948
100506782	NA	NA	697	835	157	1213	368	45	372	971	147	224
100506783	NA	HOXD-AS2	0	0	0	0	0	0	0	0	0	0
100506784	NA	NA	56	64	470	73	500	17	437	74	601	381
100506786	NA	NA	11	17	45	30	44	3	64	23	69	37
100506787	NA	LINC01543	8	4	0	0	5	0	0	4	4	0
100506789	NA	NA	34	77	105	22	312	51	269	44	240	120
100506790	ENSG00000229015	LOC100506790	0	9	2	0	0	0	5	2	0	0
100506791	ENSG00000250584	LINC01511	208	190	0	260	2	68	4	322	0	8
100506791	ENSG00000281736	LINC01511	208	190	0	260	2	68	4	322	0	8
100506792	NA	NA	0	5	0	1	2	8	1	5	0	2
100506793	NA	NA	882	3726	377	1150	1232	1405	1653	2520	721	302
100506795	ENSG00000231768	LINC01354	243	293	30	183	54	266	23	69	73	73
100506797	ENSG00000226856	THORLNC	0	10	25	0	33	4	15	4	15	4
100506798	NA	NA	1	51	4	33	0	10	2	27	0	0
100506799	NA	NA	0	0	0	0	1	0	0	0	0	0
100506800	NA	NA	0	0	0	0	0	0	0	0	0	0
100506801	ENSG00000231105	ECE1-AS1	12	6	48	12	58	0	54	6	66	37
100506802	NA	NA	22	18	20	26	22	16	8	14	16	23
100506804	ENSG00000225793	TMEM30A-DT	38	112	98	32	154	40	173	46	119	108
100506805	NA	NA	8	8	42	0	70	6	53	9	75	42
100506806	NA	NA	6	4	6	4	15	0	5	3	13	11
100506808	NA	NA	0	0	2	0	2	0	6	0	4	4
100506809	NA	NA	48	56	265	49	336	31	183	29	267	246
100506810	ENSG00000227630	LINC01132	4	8	34	14	46	5	17	4	8	4
100506812	NA	NA	0	0	0	0	0	0	0	0	0	0
100506813	NA	NA	10	8	232	0	186	0	13	8	280	168
100506814	NA	NA	0	0	0	0	0	0	0	0	0	0
100506815	NA	FOXP1-IT1	4	10	12	4	57	4	147	19	58	100
100506816	NA	NA	0	6	0	0	2	0	1	0	8	1
100506817	NA	NA	1	0	0	0	0	1	4	0	10	4
100506818	NA	NA	572	399	811	824	1221	108	1734	571	748	677
100506819	NA	NA	34	36	66	48	93	11	69	30	70	52
100506821	NA	NA	39	54	118	38	177	13	128	22	173	117
100506822	NA	NA	59	60	298	104	392	7	517	72	416	346
100506823	NA	NA	8	36	4	4	4	0	16	20	10	5
100506824	NA	NA	0	4	7	4	0	0	10	4	10	0
100506825	NA	NA	37	71	27	77	22	2	19	30	22	22
100506826	ENSG00000239523	MYLK-AS1	56	64	235	37	177	24	218	91	180	204
100506827	ENSG00000251350	LINC02475	21	91	42	11	239	40	12	8	16	16
100506828	NA	NA	244	953	625	389	837	424	619	341	670	817
100506829	NA	NA	0	0	0	0	0	0	0	0	0	0
100506830	NA	NA	0	0	1	1	1	0	5	0	6	2
100506831	NA	NA	182	302	861	279	1359	90	1693	383	1720	1083
100506832	NA	NA	0	0	23	0	32	0	14	2	43	11
100506834	ENSG00000226237	GAS1RR	43	32	105	81	66	3	45	65	101	60
100506835	ENSG00000226808	LINC00840	34	64	14	46	26	21	111	102	28	25
100506836	NA	NA	127	168	211	157	456	43	463	160	468	295
100506837	NA	NA	0	23	4	2	13	6	26	15	9	3
100506838	NA	NA	8	11	0	6	4	0	2	8	9	0
100506840	ENSG00000224792	IQCF4P	30	31	27	31	0	2	54	38	37	15
100506841	NA	NA	855	2770	4837	1239	8716	360	7541	1978	6924	5175
100506842	NA	NA	155	408	499	134	1207	69	1104	270	796	628
100506843	NA	NA	0	0	0	1	0	0	0	0	0	0
100506844	ENSG00000257698	GIHCG	1011	1501	916	1305	1439	696	1193	810	980	943
100506845	NA	NA	1	0	2	0	0	0	4	2	6	2
100506846	NA	NA	58	95	0	198	17	0	13	155	0	7
100506847	NA	NA	68	100	103	57	246	18	333	74	226	209
100506848	NA	NA	124	274	1239	236	1628	63	1070	184	1337	2467
100506849	NA	NA	0	0	7	0	10	0	0	0	4	0
100506850	NA	NA	148	553	728	200	1545	105	1337	236	1551	813
100506851	NA	LOC100506851	119	457	0	234	13	21	5	422	6	2
100506852	NA	NA	0	1	0	0	0	0	0	0	0	0
100506853	NA	NA	0	0	0	0	0	0	0	0	0	0
100506854	NA	NA	0	0	6	0	0	0	0	0	5	0
100506855	NA	NA	29	25	76	117	123	10	182	72	185	112
100506856	NA	NA	1	4	20	14	28	1	34	0	15	18
100506857	NA	NA	107	243	84	125	279	360	56	99	165	154
100506858	NA	LOC100506858	0	0	6	0	0	0	0	0	2	0
100506859	NA	NA	25	47	44	15	81	10	78	44	89	53
100506860	NA	LINC00513	2	11	20	15	34	12	3	12	27	19
100506861	NA	NA	4	0	0	0	1	0	3	0	0	0
100506862	NA	NA	3	0	10	3	7	0	1	8	16	14
100506863	NA	NA	14	12	12	4	22	0	23	0	41	17
100506865	NA	NA	0	0	0	0	0	0	0	0	4	0
100506866	ENSG00000237298	TTN-AS1	16	41	177	48	222	11	230	54	176	294
100506867	NA	NA	0	0	0	0	0	0	0	2	0	0
100506869	ENSG00000258231	LOC100506869	0	4	1	6	8	0	2	8	10	0
100506870	NA	NA	405	796	2364	538	4555	289	7935	545	4214	3368
100506871	NA	NA	4	9	9	6	0	0	20	8	10	5
100506874	ENSG00000259728	LINC00933	13	15	29	12	34	28	58	31	12	50
100506875	NA	NA	2	2	6	6	6	1	10	4	11	8
100506876	NA	NA	7	5	0	8	10	0	104	4	59	48
100506877	NA	NA	0	2	0	0	0	0	0	0	1	0
100506880	NA	NA	4	0	0	0	0	0	2	0	2	1
100506881	ENSG00000236753	MKLN1-AS	172	226	83	276	174	184	150	275	208	135
100506882	NA	NA	0	0	0	8	0	0	0	0	0	3
100506884	NA	NA	0	0	0	3	8	0	5	4	4	6
100506885	ENSG00000228412	LNC-LBCS	4	9	47	8	86	34	1	12	34	0
100506886	NA	NA	15	10	49	23	40	0	63	35	178	76
100506887	NA	NA	0	2	28	0	22	0	43	0	19	24
100506888	ENSG00000288616	ELOA3DP	0	0	0	1	0	0	0	0	0	0
100506889	NA	NA	6	8	9	12	28	3	12	6	70	2
100506890	NA	NA	0	2	5	0	3	0	10	0	1	1
100506891	NA	NA	0	0	0	0	0	0	0	0	0	0
100506892	NA	NA	97	273	249	187	327	73	392	220	168	269
100506893	NA	NA	49	331	175	78	239	90	213	160	150	178
100506894	NA	NA	249	820	1793	336	2633	312	2305	565	2041	1704
100506895	ENSG00000231638	LUARIS	7	19	133	5	117	0	134	38	192	147
100506897	ENSG00000236709	DAPK1-IT1	2	0	2	0	1	0	9	0	5	3
100506899	NA	NA	0	0	0	0	0	0	0	0	4	0
100506900	NA	NA	183	245	404	97	315	250	275	173	298	237
100506901	NA	LL0XNC01-250H12.3	38	52	221	70	221	8	445	86	305	122
100506902	NA	NA	10	49	5	5	69	3	40	25	54	7
100506904	NA	NA	943	3959	5573	1359	8899	801	8654	2770	7382	5977
100506905	NA	NA	0	0	2	0	0	0	1	0	0	3
100506906	NA	NA	66	76	278	104	197	8	667	176	427	438
100506907	ENSG00000249833	CCDC37-DT	0	0	0	0	3	0	2	1	0	0
100506908	NA	NA	6	1	21	7	24	0	23	3	20	10
100506910	NA	NA	0	0	3	4	4	0	4	0	1	4
100506911	ENSG00000257779	LOC100506911	18	19	15	20	16	2	13	8	17	24
100506912	NA	NA	1	7	0	2	2	0	12	29	3	6
100506913	NA	NA	5	8	1	11	5	5	8	5	8	14
100506914	NA	NA	375	643	1000	566	1177	161	1210	488	1235	1088
100506915	ENSG00000233355	CHRM3-AS2	4	2	0	1	6	0	5	0	14	0
100506917	NA	NA	5	0	12	0	10	0	8	13	4	4
100506918	NA	NA	190	244	1802	161	1271	30	703	158	998	1086
100506919	NA	NA	225	87	0	782	4	17	1	207	0	0
100506920	NA	NA	0	0	0	0	0	0	0	0	0	0
100506921	NA	NA	43	230	226	56	405	30	384	139	281	246
100506922	ENSG00000236682	MAP3K2-DT	365	574	534	296	740	179	706	347	513	441
100506923	NA	NA	2	0	0	4	0	0	0	0	0	0
100506924	NA	NA	330	328	95	443	172	501	2	91	160	42
100506926	NA	NA	2	0	0	2	2	0	0	0	0	0
100506927	NA	NA	0	0	0	0	0	0	1	0	1	0
100506928	NA	NA	0	1	0	2	0	0	1	0	0	0
100506929	NA	LOC100506929	0	2	4	0	11	0	12	9	9	9
100506930	ENSG00000232677	LINC00665	278	405	866	415	1571	105	1176	405	908	1266
100506931	NA	NA	7	4	31	9	79	0	40	4	67	53
100506932	NA	NA	0	4	0	25	4	0	4	0	12	0
100506934	NA	NA	10	0	187	17	32	0	33	0	66	73
100506935	NA	NA	65	278	444	111	471	64	329	194	478	345
100506936	NA	NA	397	1055	1213	583	1978	118	1601	737	1142	899
100506937	ENSG00000225881	LOC100506937	0	0	0	0	0	0	0	0	0	0
100506939	NA	PRKG1-AS1	135	397	393	178	781	268	387	291	486	267
100506940	NA	NA	0	7	0	0	0	0	1	0	11	0
100506941	NA	NA	0	0	0	0	0	0	0	0	0	0
100506942	NA	NA	38	20	217	65	143	4	206	41	135	216
100506944	NA	NA	16	21	0	12	4	0	21	8	2	4
100506945	NA	NA	0	0	0	0	0	0	0	0	1	0
100506946	NA	PPIAP70	0	2	0	0	1	2	1	2	0	1
100506947	NA	NA	4	0	4	2	8	0	2	1	1	5
100506948	NA	NA	592	2383	2628	773	3615	1514	3665	1435	3883	2403
100506949	NA	NA	2	0	0	0	0	0	1	0	0	0
100506950	NA	NA	16	6	20	8	24	4	31	10	54	25
100506951	NA	NA	8	38	77	6	154	20	132	7	127	83
100506954	NA	NA	0	0	0	0	0	0	0	1	0	0
100506955	NA	LOC100506955	0	0	0	0	0	0	0	0	0	0
100506956	NA	NA	0	0	0	0	0	0	0	0	0	0
100506957	NA	NA	4	4	31	6	18	2	28	6	41	40
100506958	NA	NA	0	0	4	0	2	0	11	0	4	0
100506959	NA	NA	253	94	8	584	22	9	16	418	12	6
100506960	NA	NA	323	361	1346	715	1355	243	1299	325	1342	1256
100506961	NA	NA	229	149	154	99	152	44	266	147	217	98
100506963	ENSG00000236810	ELOA-AS1	57	79	115	48	123	24	158	62	165	145
100506964	NA	NA	15	37	53	29	80	13	41	17	55	87
100506965	NA	PWAR6	13988	45142	22828	23791	38716	4204	51782	53413	29358	26350
100506966	NA	NA	237	266	174	265	572	23	481	262	320	258
100506967	NA	NA	2	21	8	0	24	0	11	10	23	2
100506969	NA	NA	1023	3247	4804	1563	6640	988	7104	3022	6251	6543
100506971	NA	NA	15	8	36	14	39	5	33	9	33	33
100506972	NA	NA	5	4	4	5	0	0	4	3	5	1
100506973	NA	NA	67	154	636	81	793	31	528	72	657	765
100506974	NA	LOC100506974	33	104	292	65	336	60	216	73	238	270
100506975	NA	NA	8	25	82	20	66	1	55	14	49	99
100506976	NA	NA	0	0	0	0	0	0	0	0	0	0
100506977	NA	NA	0	0	0	4	5	0	0	0	3	3
100506978	NA	NA	0	0	0	0	0	0	0	0	0	0
100506979	NA	NA	86	272	40	40	131	110	24	118	64	17
100506980	NA	NA	0	2	1	0	1	0	6	1	3	0
100506982	NA	NA	2	10	24	8	26	0	16	5	62	28
100506983	NA	NA	10	8	10	0	16	4	22	0	21	28
100506984	NA	NA	21	13	17	16	31	2	37	13	13	43
100506985	NA	NCMAP-DT	252	348	2725	237	1684	86	2736	338	1454	921
100506986	NA	NA	4	10	25	0	11	0	2	9	21	19
100506988	NA	NA	1099	1042	1633	1957	1576	164	1810	970	1999	1757
100506989	NA	NA	207	256	1214	195	1029	49	1211	234	1158	1006
100506990	NA	LOC100506990	144	192	113	194	244	23	298	196	344	198
100506991	NA	NA	4	1	3	6	16	0	25	0	25	4
100506992	NA	NA	552	1150	942	684	1404	238	1231	917	858	725
100506993	NA	NA	0	0	0	0	0	0	0	0	0	0
100506994	ENSG00000241472	PTPRG-AS1	86	418	674	139	862	37	836	280	695	758
100506995	NA	NA	66	96	69	67	59	109	121	53	116	41
100506996	NA	NA	3	3	3	14	0	0	5	6	2	4
100506997	NA	NA	0	0	0	0	0	4	0	0	1	0
100506999	ENSG00000258390	LINC02318	0	6	0	9	1	0	6	0	0	4
100507000	NA	NA	0	0	20	0	40	0	27	3	36	18
100507001	NA	NA	55	37	8	14	12	25	6	17	32	2
100507002	NA	LOC100507002	44	105	27	62	45	49	6	50	20	30
100507003	ENSG00000261949	GFY	42	14	319	37	530	11	818	23	515	1057
100507004	NA	NA	85	172	445	161	717	52	532	90	477	487
100507005	NA	NA	17	93	65	42	71	37	36	15	48	61
100507006	NA	LOC100507006	147	431	597	143	1071	88	416	230	756	349
100507007	NA	NA	0	4	0	2	4	6	9	0	7	1
100507008	NA	LINC00844	254	2961	17	275	20	821	14	1650	27	5
100507009	NA	NA	88	168	207	145	152	62	82	78	155	135
100507010	NA	NA	456	985	2001	510	2543	732	2212	504	2108	2113
100507012	ENSG00000249599	BMPR1B-DT	8	37	3	17	5	14	1	5	2	7
100507013	NA	NA	4	0	0	11	13	3	26	0	15	12
100507015	NA	NA	38	110	266	34	476	124	236	119	239	214
100507018	NA	NA	242	303	519	203	1039	56	1281	172	806	718
100507019	NA	NA	20	32	6	31	14	13	13	11	15	9
100507020	NA	NA	0	0	0	0	0	0	0	0	0	0
100507022	NA	NA	33	26	233	34	155	0	215	53	254	286
100507023	NA	NA	211	138	658	360	592	53	945	183	1200	745
100507024	NA	NA	0	0	0	0	0	0	0	2	0	0
100507025	NA	NA	44	71	31	45	45	15	42	81	38	4
100507027	ENSG00000227877	MRLN	0	3	6	2	3	17	4	2	4	5
100507028	NA	NA	37	52	200	44	171	46	98	50	126	241
100507029	NA	NA	147	379	2443	396	3403	167	3459	617	1329	1439
100507030	NA	NA	2	2	4	0	19	0	10	2	14	6
100507031	NA	NA	0	0	0	0	0	0	0	0	0	0
100507032	ENSG00000271270	TMCC1-AS1	284	595	588	563	1015	69	1590	633	1056	727
100507033	NA	NA	67	81	266	123	469	5	643	145	547	269
100507034	ENSG00000237399	PITRM1-AS1	185	276	703	304	1011	72	858	380	1096	833
100507035	NA	NA	4	2	7	10	8	0	4	7	11	16
100507036	NA	NA	264	394	109	303	104	98	142	195	87	114
100507037	NA	NA	0	0	0	4	4	0	4	3	10	0
100507039	NA	NA	4	0	4	0	4	0	11	0	12	4
100507040	NA	LINC00427	3	17	2	2	3	8	10	1	23	2
100507041	NA	NA	0	0	0	0	0	0	0	0	0	0
100507042	NA	NA	0	0	0	0	1	0	0	0	0	0
100507043	ENSG00000250366	TUNAR	2328	4946	791	6079	4434	420	5524	4469	3082	1750
100507044	NA	NBPF5P	0	0	0	0	2	0	0	0	0	0
100507047	NA	NA	78	57	310	207	386	15	519	81	503	288
100507048	NA	NA	0	0	106	8	109	0	130	4	174	123
100507049	NA	NA	15	18	74	19	89	23	70	17	75	58
100507050	ENSG00000261594	TPBGL	268	181	7	307	16	5	14	248	3	7
100507051	NA	NA	0	0	0	0	0	0	0	0	0	0
100507052	NA	NA	48	106	187	143	203	31	291	93	485	235
100507053	ENSG00000246090	LOC100507053	30	53	1628	40	1606	29	883	34	1694	1400
100507054	NA	NA	2	18	0	0	6	7	6	2	2	4
100507055	ENSG00000204583	LRCOL1	17	44	6	19	47	0	0	30	9	31
100507056	NA	CCAT1	0	0	6	0	2	0	6	0	7	1
100507057	ENSG00000228109	MELTF-AS1	600	912	1984	895	2016	657	1635	560	1497	2044
100507058	ENSG00000227244	LINC00845	0	4	0	0	7	0	17	2	4	10
100507059	ENSG00000224382	LINC00703	0	0	8	0	47	0	93	0	119	9
100507060	NA	NA	0	0	0	0	0	0	0	0	0	0
100507061	NA	NA	323	579	1517	547	1768	344	1673	372	1771	1478
100507062	ENSG00000239653	PSMD6-AS2	113	202	727	138	459	54	652	141	669	561
100507063	NA	NA	44	361	925	122	1568	8	1030	242	1020	824
100507064	ENSG00000224743	TEX26-AS1	18	6	15	8	78	2	30	16	28	42
100507065	NA	LOC100507065	0	0	8	0	0	6	1	19	4	0
100507066	NA	CLIP1-AS1	0	8	12	2	13	0	11	7	16	10
100507069	NA	NA	22	17	71	19	108	0	153	22	146	40
100507070	NA	NA	4	10	8	9	22	0	48	9	8	33
100507071	ENSG00000254064	LOC100507071	201	167	549	295	663	30	656	150	518	453
100507073	ENSG00000232046	LINC01798	0	0	0	0	8	0	0	0	0	4
100507077	NA	NA	5	50	1	18	4	9	12	12	9	10
100507079	NA	NA	0	0	18	0	20	0	28	1	18	10
100507080	NA	NA	0	0	2	0	3	0	10	0	12	2
100507081	NA	NA	228	241	617	393	425	25	407	226	620	348
100507082	NA	NA	37	47	32	173	65	77	68	213	45	1427
100507084	NA	NA	2	2	0	1	0	0	0	4	2	0
100507085	NA	NA	2	4	19	8	73	0	70	9	55	56
100507086	ENSG00000227375	DLG1-AS1	0	3	0	0	4	0	0	0	6	0
100507087	NA	NA	728	1057	2610	1597	3663	418	4418	1602	4489	3094
100507088	NA	NA	121	298	476	252	1161	69	1884	374	898	667
100507089	NA	NA	1	0	1	1	2	0	0	0	1	0
100507090	NA	NA	549	610	1791	482	2117	159	1585	490	1844	1557
100507091	ENSG00000251497	PITPNM2-AS1	5	32	0	29	29	0	33	15	20	14
100507092	NA	NA	36	87	358	59	396	23	499	47	503	394
100507094	NA	NA	13	27	683	74	613	7	370	70	692	495
100507095	NA	NA	78	46	649	115	659	14	628	60	880	687
100507096	ENSG00000250298	GIMD1	0	0	0	0	0	0	0	0	0	0
100507098	ENSG00000241684	ADAMTS9-AS2	65	33	52	165	62	51	187	137	98	332
100507099	NA	FRY-AS1	53	21	107	52	108	3	181	83	120	43
100507100	NA	NA	75	137	494	51	568	57	504	148	505	509
100507101	NA	NA	0	0	0	0	0	0	0	3	0	1
100507102	NA	COX20P1	141	464	174	226	295	162	1166	211	557	268
100507103	NA	LOC100507103	18	12	37	24	15	10	47	26	24	24
100507105	NA	NA	65	131	578	90	772	26	838	118	640	515
100507106	NA	NA	132	129	545	156	714	28	955	202	715	536
100507107	NA	NA	127	318	359	186	532	40	379	311	396	384
100507108	NA	NA	106	127	105	249	244	42	278	145	232	249
100507109	NA	NA	0	0	0	0	0	0	0	0	0	0
100507110	NA	NA	426	500	2003	470	2433	62	2260	360	2295	2567
100507111	NA	NA	42	40	183	31	295	17	172	49	187	194
100507113	NA	NA	35	38	247	41	362	3	501	63	623	213
100507114	ENSG00000236036	LINC00445	0	0	0	0	2	0	0	0	0	4
100507115	NA	NA	2	10	9	16	19	5	18	28	13	10
100507118	ENSG00000258725	PRC1-AS1	13	19	75	19	38	10	63	17	82	70
100507119	NA	NA	33	36	56	49	112	10	88	62	77	52
100507120	NA	NA	429	498	294	669	413	91	462	660	345	357
100507123	NA	NA	4	0	0	2	1	0	1	0	1	0
100507124	NA	HMGN1P25	0	0	0	0	4	1	0	0	7	2
100507126	NA	NA	52	696	1227	97	1465	235	1837	341	1268	1297
100507127	ENSG00000238266	LINC00707	46	74	0	14	2	5	0	11	0	0
100507128	NA	NA	143	334	246	273	259	125	179	123	273	364
100507130	NA	NA	0	6	15	1	15	2	14	2	6	9
100507131	NA	NA	515	548	744	681	1390	194	1589	433	2631	1217
100507132	NA	NA	0	0	0	1	2	0	0	0	0	0
100507133	NA	NA	89	56	49	160	117	16	132	145	58	104
100507134	NA	NA	0	15	3	1	15	18	6	1	0	0
100507135	ENSG00000120664	SPART-AS1	7	21	47	9	94	21	28	23	24	18
100507136	NA	NA	25	18	16	12	37	7	26	24	43	27
100507137	NA	NA	34	108	162	81	242	22	283	93	233	105
100507139	NA	NA	4	13	0	0	4	0	12	0	1	0
100507140	NA	LINC01792	115	170	0	137	1	26	8	104	0	0
100507141	NA	NA	0	0	1	0	0	0	1	0	1	0
100507143	ENSG00000232170	LINC00708	0	0	0	0	0	0	0	0	0	0
100507144	ENSG00000255521	LOC100507144	0	0	0	0	4	4	3	0	0	2
100507145	NA	NA	603	507	2740	992	2839	53	3023	889	3732	2573
100507146	NA	NA	15	14	20	8	35	5	32	4	35	50
100507148	NA	NA	271	651	753	173	922	203	535	301	744	531
100507149	NA	NA	0	4	10	4	13	0	0	0	7	2
100507150	NA	NA	715	618	2003	1204	1116	222	2526	742	1195	1966
100507152	NA	NA	215	154	137	390	188	50	145	172	145	65
100507153	NA	NA	0	5	18	3	33	4	21	7	49	39
100507154	NA	NA	0	0	0	0	0	0	0	0	0	0
100507155	NA	NA	4	3	0	5	4	2	8	3	4	6
100507156	ENSG00000253837	LOC100507156	73	71	34	92	51	8	38	76	89	87
100507159	NA	NA	0	2	4	3	5	0	4	0	3	0
100507160	NA	NA	0	0	0	0	0	0	0	0	0	0
100507161	NA	NA	6	2	5	3	28	0	38	6	23	4
100507162	NA	NA	0	0	0	0	0	0	0	0	0	0
100507163	NA	LINC00709	0	0	0	0	0	0	15	0	3	19
100507164	NA	NA	0	6	0	0	0	0	0	0	3	0
100507165	NA	NA	331	617	1549	389	1214	185	707	867	755	786
100507166	NA	NA	0	0	12	8	11	0	45	0	24	23
100507167	NA	NA	134	206	1190	165	1310	43	753	265	1463	1177
100507168	NA	NA	0	0	0	4	0	0	1	0	0	0
100507169	NA	NA	11	0	22	4	7	0	49	0	80	19
100507170	ENSG00000226685	CT47A12	0	0	0	0	0	0	0	0	0	0
100507171	ENSG00000225439	BOLA3-AS1	1843	2379	4201	2592	6316	244	9061	2322	7500	5213
100507172	NA	NA	0	6	7	4	10	2	10	7	13	12
100507173	ENSG00000281706	LINC01012	23	19	425	34	727	4	528	70	638	418
100507175	ENSG00000203585	LINC02408	2	16	74	0	30	19	14	19	16	11
100507176	NA	NA	1243	2449	5164	1759	7098	719	6337	1593	6415	4918
100507177	NA	NA	10	8	18	32	8	13	8	18	11	0
100507178	ENSG00000281207	SLFNL1-AS1	47	53	126	106	168	11	222	46	283	198
100507181	NA	NA	0	0	0	0	1	0	0	0	0	0
100507182	NA	NA	547	2649	14	464	77	80	43	994	54	8
100507183	NA	NA	0	3	1	1	29	3	28	3	7	11
100507184	NA	NA	6080	4345	1339	9327	4805	99	4706	5281	4298	943
100507185	NA	NA	286	1177	1655	314	2127	213	2172	613	1238	777
100507186	NA	NA	10	19	35	8	68	14	100	0	64	41
100507187	NA	NA	121	103	39	210	311	4	922	212	455	459
100507190	NA	NA	0	0	0	0	0	0	9	0	0	2
100507191	NA	NA	24	25	87	32	79	4	40	10	84	59
100507192	NA	NA	6	53	13	21	24	11	29	35	6	10
100507193	NA	NA	21	10	4	0	79	0	42	25	60	108
100507194	ENSG00000230269	LINC02525	40	63	197	24	329	26	229	72	206	64
100507195	ENSG00000251301	LINC02384	0	4	12	0	8	0	6	12	8	10
100507196	NA	NA	249	505	1329	406	850	59	746	292	1283	982
100507197	NA	NA	3	4	0	2	2	0	4	0	0	0
100507198	NA	NA	124	244	281	194	595	89	782	233	629	599
100507199	NA	NA	0	0	0	0	0	0	0	0	0	0
100507200	NA	NA	0	0	0	0	0	0	0	0	0	0
100507201	NA	LINC01815	0	0	0	0	1	0	0	0	0	0
100507202	NA	NA	4	0	1	0	13	0	7	0	4	0
100507203	ENSG00000256162	SMLR1	8	16	8	17	0	0	4	17	0	2
100507204	NA	NA	581	624	1148	614	2032	129	1810	598	1552	894
100507205	NA	LINC02740	0	0	0	0	0	0	0	0	0	0
100507206	ENSG00000189238	LINC00943	304	333	2126	258	985	384	432	262	1828	1661
100507207	NA	NA	2	0	0	0	0	0	8	0	0	4
100507209	NA	NA	2	0	5	0	11	1	6	0	2	0
100507210	ENSG00000243832	LINC02000	0	0	0	0	0	0	0	0	0	0
100507211	NA	NA	5620	5993	1375	7931	5148	898	5343	4728	4041	1113
100507212	NA	NA	73	205	230	69	307	37	223	75	180	218
100507213	NA	NA	124	226	1409	82	1338	85	2926	218	1216	2910
100507214	NA	NA	73	29	145	82	180	18	204	68	160	83
100507215	NA	NA	0	0	0	0	0	0	0	0	0	0
100507217	NA	CHASERR	0	0	0	0	0	0	0	0	0	0
100507218	ENSG00000267128	RNF157-AS1	260	294	465	355	439	199	453	291	563	298
100507221	NA	LOC100507221	0	0	0	0	0	0	0	0	0	0
100507222	NA	NA	0	0	0	0	0	0	0	0	0	0
100507224	NA	NA	0	0	0	0	2	0	0	0	0	0
100507225	NA	NA	8	0	14	2	18	15	19	4	29	16
100507226	NA	NA	26	27	13	44	15	0	35	65	30	10
100507227	NA	NA	6	6	31	3	11	0	5	10	26	8
100507228	NA	NA	1	32	2	3	8	0	3	14	5	10
100507229	NA	NA	16	28	178	15	146	12	151	46	232	213
100507230	NA	NA	129	495	24	202	124	81	143	217	135	33
100507233	NA	NA	5	4	9	10	14	0	6	4	24	10
100507235	NA	NA	0	0	19	6	10	0	15	8	31	16
100507236	NA	NA	0	0	0	0	0	0	0	0	0	0
100507237	NA	NA	301	722	904	388	1342	203	1092	387	1002	809
100507238	NA	NA	86	299	565	128	847	85	604	208	706	748
100507239	NA	NA	91	135	338	131	408	29	163	127	382	335
100507240	ENSG00000278338	VWA8-AS1	9	47	5	43	30	7	45	16	44	36
100507241	NA	NA	0	5	11	3	3	3	5	7	12	0
100507242	NA	NA	70	195	23	72	43	32	50	97	43	4
100507243	NA	NA	164	209	781	269	633	32	711	270	837	557
100507244	ENSG00000204706	MAMDC2-AS1	23	3	9	24	10	0	43	9	36	20
