"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7676","GO:0031577",6.63981881179484e-05,0.999985240864523,17,34,"spindle checkpoint","BP"
"15560","GO:0071173",6.63981881179484e-05,0.999985240864523,17,34,"spindle assembly checkpoint","BP"
"15561","GO:0071174",6.63981881179484e-05,0.999985240864523,17,34,"mitotic spindle checkpoint","BP"
"4017","GO:0008608",6.64889493071374e-05,0.999985218855037,17,34,"attachment of spindle microtubules to kinetochore","BP"
"2628","GO:0005814",6.81094350468986e-05,0.999969265635348,47,128,"centriole","CC"
"9661","GO:0035825",6.9295073500351e-05,0.999981237148659,21,45,"homologous recombination","BP"
"9085","GO:0034502",6.95650492410535e-05,0.999974486438247,31,81,"protein localization to chromosome","BP"
"13250","GO:0051254",7.12673221945275e-05,0.999946053294948,341,1344,"positive regulation of RNA metabolic process","BP"
"2567","GO:0005730",8.08766003101397e-05,0.99994207033674,225,915,"nucleolus","CC"
"13325","GO:0051383",8.27465378908057e-05,0.999986772910856,13,22,"kinetochore organization","BP"
"16250","GO:0072401",8.54746277863315e-05,0.99997031524154,28,70,"signal transduction involved in DNA integrity checkpoint","BP"
"16255","GO:0072422",8.54746277863315e-05,0.99997031524154,28,70,"signal transduction involved in DNA damage checkpoint","BP"
"14888","GO:0061980",8.67621694195129e-05,0.999978691057671,19,37,"regulatory RNA binding","MF"
"1535","GO:0003697",8.81033303648773e-05,0.999962801840057,39,108,"single-stranded DNA binding","MF"
"36","GO:0000077",8.90439360306401e-05,0.999958480793746,48,140,"DNA damage checkpoint","BP"
"7383","GO:0031047",9.48339892936844e-05,0.999954255514775,52,151,"gene silencing by RNA","BP"
"171","GO:0000377",9.62266006660951e-05,0.999942973154923,92,334,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","BP"
"184","GO:0000398",9.62266006660951e-05,0.999942973154923,92,334,"mRNA splicing, via spliceosome","BP"
"21390","GO:2001020",9.65012666699845e-05,0.999948711047768,67,215,"regulation of response to DNA damage stimulus","BP"
"4550","GO:0010389",9.77261583492557e-05,0.999950224265401,58,185,"regulation of G2/M transition of mitotic cell cycle","BP"
"7534","GO:0031324",9.88421357635974e-05,0.999921218960012,511,2123,"negative regulation of cellular metabolic process","BP"
"3446","GO:0007098",9.9541214169409e-05,0.999955627607707,44,118,"centrosome cycle","BP"
"12652","GO:0048663",0.000105335991092638,0.999972019551995,20,41,"neuron fate commitment","BP"
"7538","GO:0031328",0.000106609740285591,0.999917509839089,382,1551,"positive regulation of cellular biosynthetic process","BP"
"6569","GO:0021559",0.000106719486232581,1,6,6,"trigeminal nerve development","BP"
"17098","GO:0097431",0.000112729138164468,0.999976289292014,16,29,"mitotic spindle pole","CC"
"15377","GO:0070828",0.000116778078701024,0.999965293238286,23,48,"heterochromatin organization","BP"
"170","GO:0000375",0.000131848399427008,0.999921023135375,92,337,"RNA splicing, via transesterification reactions","BP"
"2900","GO:0006282",0.000133972740821653,0.999938100105824,45,129,"regulation of DNA repair","BP"
"8497","GO:0032993",0.000145652605971777,0.999937055257708,38,110,"protein-DNA complex","CC"
"281","GO:0000784",0.000146516259552419,0.999938192651071,37,100,"nuclear chromosome, telomeric region","CC"
"4898","GO:0010965",0.000147509898719537,0.999951879297891,24,58,"regulation of mitotic sister chromatid separation","BP"
"1530","GO:0003688",0.000149906546484012,0.999973515851605,13,23,"DNA replication origin binding","MF"
"7645","GO:0031507",0.000155211968989532,0.999957400562926,20,41,"heterochromatin assembly","BP"
"11300","GO:0044773",0.000156557194450136,0.999936158263943,34,93,"mitotic DNA damage checkpoint","BP"
"13284","GO:0051302",0.000159173287301191,0.999925416382367,46,129,"regulation of cell division","BP"
"2976","GO:0006402",0.000159468812801614,0.999903561813332,92,344,"mRNA catabolic process","BP"
"6832","GO:0022627",0.000166709754448387,0.999955705579967,17,44,"cytosolic small ribosomal subunit","CC"
"20833","GO:1990904",0.000169513837759089,0.999883910307291,156,653,"ribonucleoprotein complex","CC"
"7966","GO:0032200",0.000169835219736479,0.99991805768905,48,143,"telomere organization","BP"
"6062","GO:0018022",0.000169872114369541,0.999923885851089,42,111,"peptidyl-lysine methylation","BP"
"7098","GO:0030330",0.000206997705640636,0.99991158950743,36,100,"DNA damage response, signal transduction by p53 class mediator","BP"
"10899","GO:0043484",0.000217759451877763,0.999893753324913,48,142,"regulation of RNA splicing","BP"
"15551","GO:0071158",0.00021902908593368,0.999917917290721,28,74,"positive regulation of cell cycle arrest","BP"
"3430","GO:0007064",0.000225309422230737,0.999955104501293,14,25,"mitotic sister chromatid cohesion","BP"
"2516","GO:0005622",0.000229134583460001,0.999815620474004,2468,11806,"intracellular","CC"
"13410","GO:0051568",0.000230129166758929,0.999929264469531,22,47,"histone H3-K4 methylation","BP"
"13133","GO:0051054",0.000231709180256937,0.999877574492884,58,184,"positive regulation of DNA metabolic process","BP"
"12565","GO:0048485",0.000248613016800032,0.999977788456171,9,12,"sympathetic nervous system development","BP"
"10753","GO:0043226",0.000257901864793176,0.99978793793005,2345,11175,"organelle","CC"
"3375","GO:0006977",0.000275221693378294,0.999910316770127,22,54,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP"
"11356","GO:0045005",0.000279068985487062,0.999917226672444,20,44,"DNA-dependent DNA replication maintenance of fidelity","BP"
"6720","GO:0021879",0.000288413483462414,0.999915679026551,20,42,"forebrain neuron differentiation","BP"
"7396","GO:0031062",0.000294736106591534,0.999925719961676,17,33,"positive regulation of histone methylation","BP"
"18635","GO:1901796",0.000299536491487942,0.99984485076736,53,167,"regulation of signal transduction by p53 class mediator","BP"
"16871","GO:0090734",0.000308433328317649,0.999877841321011,30,78,"site of DNA damage","CC"
"9319","GO:0035198",0.000326742049279148,0.999924709815183,15,29,"miRNA binding","MF"
"9029","GO:0034399",0.000328993321538526,0.999843870450444,43,122,"nuclear periphery","CC"
"13288","GO:0051306",0.000339339839840734,0.999880548256494,24,61,"mitotic sister chromatid separation","BP"
"292","GO:0000796",0.000340985883437424,0.999986665627843,7,8,"condensin complex","CC"
"3440","GO:0007091",0.00034160423931485,0.999883373791293,23,57,"metaphase/anaphase transition of mitotic cell cycle","BP"
"11286","GO:0044728",0.000359511792194164,0.999865662827205,27,66,"DNA methylation or demethylation","BP"
"13413","GO:0051571",0.000364323411629097,0.999952900558647,10,15,"positive regulation of histone H3-K4 methylation","BP"
"9316","GO:0035195",0.000374044389078414,0.999820365532963,43,126,"gene silencing by miRNA","BP"
"255","GO:0000723",0.00037685608729403,0.999813219916948,46,140,"telomere maintenance","BP"
"10531","GO:0042770",0.000380504231609233,0.999818356918189,42,125,"signal transduction in response to DNA damage","BP"
"104","GO:0000217",0.000380943708845191,0.999904575418688,16,32,"DNA secondary structure binding","MF"
"7614","GO:0031445",0.000389556273653133,0.999941723542421,11,17,"regulation of heterochromatin assembly","BP"
"283","GO:0000786",0.000396554728024714,0.999910301422906,14,28,"nucleosome","CC"
"11434","GO:0045165",0.000397522021146352,0.999784769854407,59,179,"cell fate commitment","BP"
"2937","GO:0006346",0.000425293977834867,0.999931909849016,11,18,"DNA methylation-dependent heterochromatin assembly","BP"
"11306","GO:0044784",0.000432239235669434,0.999848975975715,23,58,"metaphase/anaphase transition of cell cycle","BP"
"6555","GO:0021543",0.000445932729243686,0.99976682097889,53,155,"pallium development","BP"
"11683","GO:0045786",0.000446657768564572,0.999693222114065,140,541,"negative regulation of cell cycle","BP"
"7495","GO:0031262",0.000450722146890176,1,4,4,"Ndc80 complex","CC"
"7694","GO:0031617",0.000450722146890176,1,4,4,"NMS complex","CC"
"16260","GO:0072431",0.000452955814220609,0.999845548029904,22,55,"signal transduction involved in mitotic G1 DNA damage checkpoint","BP"
"18865","GO:1902400",0.000452955814220609,0.999845548029904,22,55,"intracellular signal transduction involved in G1 DNA damage checkpoint","BP"
"7377","GO:0031023",0.000459285219628045,0.999774069383207,45,128,"microtubule organizing center organization","BP"
"20468","GO:1905818",0.000470149981634844,0.999829611549912,24,62,"regulation of chromosome separation","BP"
"6719","GO:0021877",0.000477219593502961,0.99996891364305,7,9,"forebrain neuron fate commitment","BP"
"6922","GO:0030071",0.000484392240560551,0.999833912801894,22,55,"regulation of mitotic metaphase/anaphase transition","BP"
"2537","GO:0005667",0.000484832446976945,0.999694026674457,95,334,"transcription regulator complex","CC"
"12406","GO:0048024",0.000489689217364317,0.999778341330932,36,104,"regulation of mRNA splicing, via spliceosome","BP"
"7674","GO:0031572",0.000506862919399085,0.999867444501912,16,33,"G2 DNA damage checkpoint","BP"
"9673","GO:0035861",0.000517839540811548,0.999817229104938,23,57,"site of double-strand break","CC"
"5108","GO:0015074",0.000524223139687274,0.999965245488069,7,9,"DNA integration","BP"
"2975","GO:0006401",0.000537155055316592,0.999656007231959,97,376,"RNA catabolic process","BP"
"14753","GO:0061647",0.000581703593910619,0.999818981511183,20,42,"histone H3-K9 modification","BP"
"3436","GO:0007080",0.000583654081009605,0.999820427629599,18,45,"mitotic metaphase plate congression","BP"
"4516","GO:0010212",0.000590573775933888,0.999702956371363,45,136,"response to ionizing radiation","BP"
"16252","GO:0072413",0.000605234175121119,0.999787648850638,22,56,"signal transduction involved in mitotic cell cycle checkpoint","BP"
"18866","GO:1902402",0.000605234175121119,0.999787648850638,22,56,"signal transduction involved in mitotic DNA damage checkpoint","BP"
"18867","GO:1902403",0.000605234175121119,0.999787648850638,22,56,"signal transduction involved in mitotic DNA integrity checkpoint","BP"
"18746","GO:1902099",0.000611460327474625,0.999785281219741,22,56,"regulation of metaphase/anaphase transition of cell cycle","BP"
"35","GO:0000076",0.000613031027332061,0.999915024911976,9,15,"DNA replication checkpoint","BP"
"13234","GO:0051233",0.000653409470379359,0.999822386553027,16,34,"spindle midzone","CC"
"15549","GO:0071156",0.000661245237169528,0.999708876099702,32,95,"regulation of cell cycle arrest","BP"
"1296","GO:0003002",0.000662154054717913,0.999605434996377,74,241,"regionalization","BP"
"6605","GO:0021636",0.000668473450967633,1,5,5,"trigeminal nerve morphogenesis","BP"
"6606","GO:0021637",0.000668473450967633,1,5,5,"trigeminal nerve structural organization","BP"
"174","GO:0000380",0.000679266090242027,0.999713219467429,30,82,"alternative mRNA splicing, via spliceosome","BP"
"260","GO:0000729",0.000683390571632883,0.999862364538065,12,22,"DNA double-strand break processing","BP"
"8492","GO:0032986",0.000686113786542316,0.999889936019793,10,17,"protein-DNA complex disassembly","BP"
"175","GO:0000381",0.000688210665896329,0.999725723830073,27,71,"regulation of alternative mRNA splicing, via spliceosome","BP"
"9272","GO:0035064",0.000696737513423092,0.999736379912668,25,62,"methylated histone binding","MF"
"18013","GO:0140034",0.000696737513423092,0.999736379912668,25,62,"methylation-dependent protein binding","MF"
"15723","GO:0071459",0.000698471329864255,0.999863031904369,11,22,"protein localization to chromosome, centromeric region","BP"
"3892","GO:0008380",0.000716328466806907,0.999525344844714,108,422,"RNA splicing","BP"
"6717","GO:0021872",0.000732225527387161,0.999745408471194,22,51,"forebrain generation of neurons","BP"
"3399","GO:0007017",0.000785385766873486,0.999420264560065,198,751,"microtubule-based process","BP"
"1547","GO:0003727",0.000822223301511247,0.999658158787036,28,78,"single-stranded RNA binding","MF"
"15971","GO:0071897",0.000824526878813279,0.999546488709748,54,178,"DNA biosynthetic process","BP"
"2919","GO:0006305",0.000846851367529255,0.999698627007102,22,53,"DNA alkylation","BP"
"2920","GO:0006306",0.000846851367529255,0.999698627007102,22,53,"DNA methylation","BP"
"6599","GO:0021612",0.000850604419835112,0.999965062169383,6,7,"facial nerve structural organization","BP"
"10703","GO:0043138",0.00086449930828829,0.999840759784355,11,19,"3'-5' DNA helicase activity","MF"
"9315","GO:0035194",0.000874564990527639,0.999553702777389,44,134,"post-transcriptional gene silencing by RNA","BP"
"18295","GO:1900262",0.000884790180270318,0.999930671811318,6,9,"regulation of DNA-directed DNA polymerase activity","BP"
"18296","GO:1900264",0.000884790180270318,0.999930671811318,6,9,"positive regulation of DNA-directed DNA polymerase activity","BP"
"6549","GO:0021537",0.000896396716014789,0.999462088560041,73,233,"telencephalon development","BP"
"342","GO:0000942",0.000926923828587424,1,4,4,"condensed nuclear chromosome outer kinetochore","CC"
"10976","GO:0043596",0.000951176459824671,0.999709619647349,17,40,"nuclear replication fork","CC"
"11760","GO:0045930",0.000973021049138716,0.999396818285482,78,287,"negative regulation of mitotic cell cycle","BP"
"11425","GO:0045143",0.000987076433510981,0.999697531666148,17,40,"homologous chromosome segregation","BP"
"15445","GO:0070934",0.00100176440472008,1,5,5,"CRD-mediated mRNA stabilization","BP"
"153","GO:0000307",0.00102335207878603,0.999680716645684,17,42,"cyclin-dependent protein kinase holoenzyme complex","CC"
"7394","GO:0031060",0.00103116457430784,0.99962020960559,23,54,"regulation of histone methylation","BP"
"20817","GO:1990841",0.00104412924081073,0.999634703765262,21,49,"promoter-specific chromatin binding","MF"
"2971","GO:0006397",0.00104471970413559,0.999282555664188,121,479,"mRNA processing","BP"
"7673","GO:0031571",0.00104525999090993,0.999602872871235,23,61,"mitotic G1 DNA damage checkpoint","BP"
"1549","GO:0003730",0.00104923374505547,0.999543278008745,30,82,"mRNA 3'-UTR binding","MF"
"581","GO:0001764",0.00105640551586399,0.999435697406855,50,143,"neuron migration","BP"
"1602","GO:0003887",0.00113115275020737,0.999750559422427,12,23,"DNA-directed DNA polymerase activity","MF"
"1550","GO:0003735",0.00113898664191283,0.999432228248137,36,152,"structural constituent of ribosome","MF"
"2897","GO:0006275",0.00115008798167349,0.999456297490602,35,102,"regulation of DNA replication","BP"
"16741","GO:0090329",0.00119605953670061,0.999580270730303,20,50,"regulation of DNA-dependent DNA replication","BP"
"21392","GO:2001022",0.00120354621455556,0.999435171808524,34,100,"positive regulation of response to DNA damage stimulus","BP"
"40","GO:0000083",0.00125568085008532,0.999661931133024,14,31,"regulation of transcription involved in G1/S transition of mitotic cell cycle","BP"
"13252","GO:0051256",0.00125672888390847,0.999913503033281,6,8,"mitotic spindle midzone assembly","BP"
"4454","GO:0009952",0.00128395924944527,0.99932148407717,46,138,"anterior/posterior pattern specification","BP"
"4517","GO:0010216",0.00128504884812663,0.999942221580433,6,7,"maintenance of DNA methylation","BP"
"5668","GO:0016441",0.00128983630779674,0.999325883746784,44,136,"posttranscriptional gene silencing","BP"
"2889","GO:0006267",0.00130328391572187,0.999909594079064,6,8,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication","BP"
"9922","GO:0036388",0.00130328391572187,0.999909594079064,6,8,"pre-replicative complex assembly","BP"
"18830","GO:1902299",0.00130328391572187,0.999909594079064,6,8,"pre-replicative complex assembly involved in cell cycle DNA replication","BP"
"11695","GO:0045814",0.00131560598553845,0.99945978605886,26,68,"negative regulation of gene expression, epigenetic","BP"
"3401","GO:0007019",0.00132170580951232,0.999558393696715,19,43,"microtubule depolymerization","BP"
"15772","GO:0071539",0.00133821357476223,0.999634137607102,15,30,"protein localization to centrosome","BP"
"11323","GO:0044819",0.00134134231352067,0.999477800074523,23,62,"mitotic G1/S transition checkpoint","BP"
"16366","GO:0072698",0.00136326071509667,0.999496935954296,22,52,"protein localization to microtubule cytoskeleton","BP"
"11305","GO:0044783",0.00137431665096895,0.999463863752293,23,62,"G1 DNA damage checkpoint","BP"
"5635","GO:0016363",0.00137613296024953,0.9993437729261,35,100,"nuclear matrix","CC"
"13640","GO:0051988",0.0013956518340525,0.999810569833561,8,13,"regulation of attachment of spindle microtubules to kinetochore","BP"
"3584","GO:0007389",0.00139864911257604,0.999088104548314,93,322,"pattern specification process","BP"
"9286","GO:0035097",0.00140012424580346,0.999402185382045,28,73,"histone methyltransferase complex","CC"
"6762","GO:0021953",0.00142806321422873,0.999210217793837,52,156,"central nervous system neuron differentiation","BP"
"14715","GO:0061575",0.00145287903534775,0.999873662674162,6,9,"cyclin-dependent protein serine/threonine kinase activator activity","MF"
"18824","GO:1902285",0.0014572270223096,0.999802307684958,9,13,"semaphorin-plexin signaling pathway involved in neuron projection guidance","BP"
"10555","GO:0042813",0.00146687281028131,0.999781816770598,9,14,"Wnt-activated receptor activity","MF"
"3597","GO:0007417",0.00147176715162208,0.998871672066628,233,893,"central nervous system development","BP"
"3905","GO:0008406",0.00147606826595679,0.999188433506634,50,156,"gonad development","BP"
"9690","GO:0035881",0.00148422561139991,0.999941794185592,5,6,"amacrine cell differentiation","BP"
"13411","GO:0051569",0.0014865368289391,0.999660275138568,12,23,"regulation of histone H3-K4 methylation","BP"
"13409","GO:0051567",0.00149392082510656,0.999567517786193,16,32,"histone H3-K9 methylation","BP"
"4804","GO:0010847",0.00151129752394971,0.999699089193258,11,19,"regulation of chromatin assembly","BP"
"13291","GO:0051310",0.00154204127495172,0.999419950053939,21,57,"metaphase plate congression","BP"
"6595","GO:0021602",0.00154324972464819,0.999721043655688,10,17,"cranial nerve morphogenesis","BP"
"1529","GO:0003684",0.00155097039570516,0.999376876102638,24,64,"damaged DNA binding","MF"
"5669","GO:0016442",0.00162642053291649,0.999753966083498,9,14,"RISC complex","CC"
"7542","GO:0031332",0.00162642053291649,0.999753966083498,9,14,"RNAi effector complex","CC"
"20852","GO:1990948",0.00162931819521213,0.999949351197779,4,5,"ubiquitin ligase inhibitor activity","MF"
"13528","GO:0051785",0.00163718980838899,0.999374373302299,22,56,"positive regulation of nuclear division","BP"
"7636","GO:0031492",0.00166620078128161,0.999531027092233,14,32,"nucleosomal DNA binding","MF"
"3633","GO:0007548",0.00167148763842991,0.999015130387039,61,198,"sex differentiation","BP"
"5913","GO:0016887",0.00167746505619822,0.998858501027464,112,376,"ATPase activity","MF"
"8159","GO:0032465",0.0018821943580044,0.999173535355922,28,75,"regulation of cytokinesis","BP"
"16723","GO:0090308",0.00188615003869327,0.99975281444068,8,12,"regulation of DNA methylation-dependent heterochromatin assembly","BP"
"9769","GO:0036033",0.0018886456516275,1,5,5,"mediator complex binding","MF"
"11422","GO:0045137",0.00190064434346068,0.998932016636478,51,162,"development of primary sexual characteristics","BP"
"9084","GO:0034501",0.00190563560203057,0.999642300114318,9,18,"protein localization to kinetochore","BP"
"9146","GO:0034655",0.00190885497966408,0.998664105373402,119,492,"nucleobase-containing compound catabolic process","BP"
"11396","GO:0045091",0.00191189351442063,0.999799439753534,7,10,"regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP"
"3593","GO:0007411",0.00193551353023186,0.998781920782151,78,244,"axon guidance","BP"
"10432","GO:0042575",0.00197718058716413,0.999588519822921,10,20,"DNA polymerase complex","CC"
"14700","GO:0061549",0.00198879459265761,0.999848739700117,6,8,"sympathetic ganglion development","BP"
"2890","GO:0006268",0.00201542112996402,0.999645108007024,9,16,"DNA unwinding involved in DNA replication","BP"
"17126","GO:0097485",0.00213601868958111,0.998649148224799,78,245,"neuron projection guidance","BP"
"9185","GO:0034708",0.00215565630395898,0.9989462054916,34,101,"methyltransferase complex","CC"
"6597","GO:0021604",0.00220742441735293,0.999828196107296,6,8,"cranial nerve structural organization","BP"
"21192","GO:2000573",0.00221931266283578,0.999086954815394,23,66,"positive regulation of DNA biosynthetic process","BP"
"12622","GO:0048598",0.00222060993515667,0.998432506984401,127,453,"embryonic morphogenesis","BP"
"15229","GO:0070507",0.00224593345946966,0.998690619621953,56,179,"regulation of microtubule cytoskeleton organization","BP"
"11714","GO:0045840",0.00231569452536895,0.999161606410961,19,47,"positive regulation of mitotic nuclear division","BP"
"7695","GO:0031618",0.00232326142874418,0.999817115243432,6,8,"nuclear pericentric heterochromatin","CC"
"10922","GO:0043515",0.00237985775661736,0.999894866394034,5,6,"kinetochore binding","MF"
"11658","GO:0045739",0.0023872114004398,0.998979294608389,25,69,"positive regulation of DNA repair","BP"
"13115","GO:0051031",0.0024126502618356,0.999222597228471,16,37,"tRNA transport","BP"
"3025","GO:0006473",0.00244767329495111,0.998574533826109,54,181,"protein acetylation","BP"
"9219","GO:0034770",0.00245668111103943,0.999729155892436,7,10,"histone H4-K20 methylation","BP"
"2666","GO:0005876",0.0025646081668046,0.998944172784919,23,62,"spindle microtubule","CC"
"12610","GO:0048568",0.00258924293363783,0.998260755270894,95,336,"embryonic organ development","BP"
"21309","GO:2000779",0.00264075488987494,0.99877752067228,29,83,"regulation of double-strand break repair","BP"
"8586","GO:0033151",0.0026484588193032,0.999597419611954,8,13,"V(D)J recombination","BP"
"12110","GO:0046700",0.00269770222986121,0.998074993499051,124,520,"heterocycle catabolic process","BP"
"14467","GO:0060992",0.00270869366868775,0.999876299571407,5,6,"response to fungicide","BP"
"10541","GO:0042788",0.00275398176050553,0.99923293969432,12,31,"polysomal ribosome","CC"
"287","GO:0000791",0.00278281151972205,0.999167226278915,14,32,"euchromatin","CC"
"3549","GO:0007276",0.00278311964189266,0.9980205769471,124,476,"gamete generation","BP"
"7634","GO:0031490",0.00283545001573462,0.998648403974422,31,87,"chromatin DNA binding","MF"
"10870","GO:0043414",0.0028419432074757,0.998171205555235,76,273,"macromolecule methylation","BP"
"21078","GO:2000371",0.00286148462973561,0.999867458869325,5,6,"regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"21079","GO:2000373",0.00286148462973561,0.999867458869325,5,6,"positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"13293","GO:0051315",0.0029052218497966,0.999498033452275,8,15,"attachment of mitotic spindle microtubules to kinetochore","BP"
"15277","GO:0070578",0.00292181644836899,0.999704451902666,6,9,"RISC-loading complex","CC"
"9362","GO:0035290",0.0029521641427371,1,4,4,"trunk segmentation","BP"
"9962","GO:0036484",0.0029521641427371,1,4,4,"trunk neural crest cell migration","BP"
"9963","GO:0036486",0.0029521641427371,1,4,4,"ventral trunk neural crest cell migration","BP"
"17130","GO:0097490",0.0029521641427371,1,4,4,"sympathetic neuron projection extension","BP"
"17131","GO:0097491",0.0029521641427371,1,4,4,"sympathetic neuron projection guidance","BP"
"11154","GO:0044270",0.00296032962629278,0.997880648150174,124,522,"cellular nitrogen compound catabolic process","BP"
"6571","GO:0021561",0.00299635159641576,0.999750289009293,6,8,"facial nerve development","BP"
"6598","GO:0021610",0.00299635159641576,0.999750289009293,6,8,"facial nerve morphogenesis","BP"
"20343","GO:1905508",0.00305600709278574,0.999055506992819,15,32,"protein localization to microtubule organizing center","BP"
"7151","GO:0030496",0.0031124188078337,0.998184588273915,52,173,"midbody","CC"
"7619","GO:0031453",0.0032106098498483,0.999494632186628,8,13,"positive regulation of heterochromatin assembly","BP"
"9308","GO:0035173",0.00322561996899743,0.999361638180743,9,17,"histone kinase activity","MF"
"3557","GO:0007292",0.00341314845691538,0.998267851319955,34,105,"female gamete generation","BP"
"3031","GO:0006479",0.00346385645697968,0.998008031399934,49,158,"protein methylation","BP"
"3796","GO:0008213",0.00346385645697968,0.998008031399934,49,158,"protein alkylation","BP"
"10137","GO:0039692",0.00348969894915992,0.999532919171458,7,11,"single stranded viral RNA replication via double stranded DNA intermediate","BP"
"10754","GO:0043227",0.00352702077886271,0.996943278331207,2161,10370,"membrane-bounded organelle","CC"
"6703","GO:0021846",0.00353584191090317,0.99909130628569,12,23,"cell proliferation in forebrain","BP"
"12905","GO:0050684",0.00354613405984807,0.998031751456727,43,142,"regulation of mRNA processing","BP"
"18701","GO:1901988",0.0035583294606855,0.997806932131721,60,224,"negative regulation of cell cycle phase transition","BP"
"5275","GO:0015616",0.0036772420016494,0.999818175480478,5,6,"DNA translocase activity","MF"
"1297","GO:0003006",0.00368356783634237,0.997212018213796,174,692,"developmental process involved in reproduction","BP"
"3429","GO:0007063",0.00371051601259193,0.999082353327597,11,22,"regulation of sister chromatid cohesion","BP"
"20542","GO:1990023",0.00373262706840911,0.999396001492875,8,13,"mitotic spindle midzone","CC"
"11227","GO:0044391",0.00376923331286709,0.99789265648398,40,179,"ribosomal subunit","CC"
"18885","GO:1902459",0.00377418167910631,0.999812101811266,5,6,"positive regulation of stem cell population maintenance","BP"
"4006","GO:0008584",0.00381134730895399,0.998063441775405,34,100,"male gonad development","BP"
"18825","GO:1902287",0.00387240222718474,0.999420919092598,8,12,"semaphorin-plexin signaling pathway involved in axon guidance","BP"
"3683","GO:0008017",0.0039461018778662,0.997451540238422,74,248,"microtubule binding","MF"
"7104","GO:0030337",0.00399650821132523,1,3,3,"DNA polymerase processivity factor activity","MF"
"10","GO:0000022",0.00400151394254604,0.999565861329064,6,9,"mitotic spindle elongation","BP"
"14400","GO:0060839",0.00409769616993146,0.999685563866798,5,7,"endothelial cell fate commitment","BP"
"6670","GO:0021783",0.00409774860471871,0.999433475709646,7,11,"preganglionic parasympathetic fiber development","BP"
"12566","GO:0048486",0.00409774860471871,0.999433475709646,7,11,"parasympathetic nervous system development","BP"
"12111","GO:0046703",0.00415591057857655,0.999829468682008,4,5,"natural killer cell lectin-like receptor binding","MF"
"2887","GO:0006265",0.00420627860208952,0.999538484062896,6,9,"DNA topological change","BP"
"14450","GO:0060968",0.00422403123749371,0.997875967336836,32,97,"regulation of gene silencing","BP"
"6149","GO:0018394",0.00425136766097301,0.997546660295092,47,157,"peptidyl-lysine acetylation","BP"
"15439","GO:0070922",0.00425608940902861,0.999531775693843,6,9,"small RNA loading onto RISC","BP"
"9140","GO:0034648",0.00426193834665534,1,4,4,"histone demethylase activity (H3-dimethyl-K4 specific)","MF"
"15763","GO:0071514",0.00427135677990594,0.99892155695848,11,22,"genetic imprinting","BP"
"11221","GO:0044380",0.0043910226632571,0.99816341576512,22,56,"protein localization to cytoskeleton","BP"
"12786","GO:0050000",0.00441269812338858,0.998060724636777,23,68,"chromosome localization","BP"
"13285","GO:0051303",0.00441269812338858,0.998060724636777,23,68,"establishment of chromosome localization","BP"
"6811","GO:0022412",0.00445416868698012,0.997129146059973,70,250,"cellular process involved in reproduction in multicellular organism","BP"
"6653","GO:0021761",0.0044856840511244,0.997744204082165,32,94,"limbic system development","BP"
"15466","GO:0070972",0.00448620116275523,0.997551914185311,37,144,"protein localization to endoplasmic reticulum","BP"
"6672","GO:0021785",0.00462404147123564,0.999757071617299,5,6,"branchiomotor neuron axon guidance","BP"
"15448","GO:0070937",0.00463018318237368,0.99975666283384,5,6,"CRD-mediated mRNA stability complex","CC"
"16724","GO:0090309",0.00464876466620551,0.999340568926217,7,11,"positive regulation of DNA methylation-dependent heterochromatin assembly","BP"
"18820","GO:1902275",0.00468448550525134,0.997210660017426,52,169,"regulation of chromatin organization","BP"
"13840","GO:0055105",0.00469619877432323,0.999703010275832,4,6,"ubiquitin-protein transferase inhibitor activity","MF"
"295","GO:0000799",0.0047049315820146,1,4,4,"nuclear condensin complex","CC"
"12030","GO:0046546",0.00470603791431114,0.997568674996433,34,101,"development of primary male sexual characteristics","BP"
"14513","GO:0061053",0.00475812984049261,0.997853628468779,25,67,"somite development","BP"
"7494","GO:0031261",0.0050250688222076,0.999781498419939,4,5,"DNA replication preinitiation complex","CC"
"21467","GO:2001222",0.00503751342431563,0.99812341984875,18,41,"regulation of neuron migration","BP"
"6828","GO:0022618",0.00507484302917046,0.996973477459208,49,185,"ribonucleoprotein complex assembly","BP"
"9058","GO:0034453",0.00507598194219035,0.998598392492676,12,24,"microtubule anchoring","BP"
"3831","GO:0008278",0.00517450889685697,0.999185487223732,7,12,"cohesin complex","CC"
"16931","GO:0097100",0.00521272560749055,0.999770770787442,4,5,"supercoiled DNA binding","MF"
"4618","GO:0010569",0.00521514053892144,0.997989895998299,18,46,"regulation of double-strand break repair via homologous recombination","BP"
"1526","GO:0003680",0.00534033837836238,0.999561143962834,5,7,"minor groove of adenine-thymine-rich DNA binding","MF"
"11772","GO:0045944",0.00535273673746236,0.995765768599349,228,918,"positive regulation of transcription by RNA polymerase II","BP"
"19919","GO:1904667",0.00543797257173433,0.999393380638693,5,9,"negative regulation of ubiquitin protein ligase activity","BP"
